Genus	Basepaws_WGS1	Basepaws_WGS2	Kean5	Kean6a	Kean6b	Nebula_lcWGS	Ombre5	Ombre6	PetQCheck1	PetQCheck2	PetQCheck3	PetQCheck4	Psomagen1a	Psomagen1b	Psomagen2	Psomagen3	Psomagen4	SequencingDotCom_WGS	thryve2	thryve3a	thryve3b	thryve4	uBiome_Fecal2013	uBiome_Fecal2014	uBiome_Fecal2019	uBiome_Oral2014	uBiome_Oral2019	Veritas_WGS
Flavonifractor	238	8587	4964	25721	29424	0	480	584	100	244	86	17	2086	35565	60226	52682	65413	0	263	344	360	1390	1934	407	561	0	0	0
Faecalibacterium	193	10590	27888	146138	117764	0	2120	2309	5193	3481	5549	4490	35048	564460	487220	461076	45130	0	4994	5245	5247	1049	42719	8150	5129	2	0	0
Caproiciproducens	139	2181	0	13	1034	0	0	0	0	0	0	0	0	538	623	1144	4373	0	0	0	0	63	0	0	0	0	0	0
Ruthenibacterium	76	6294	9729	44185	26652	0	877	209	2135	2503	926	696	3654	14645	15726	29796	64984	0	389	317	422	888	13443	2493	4188	2	0	0
Ethanoligenens	75	2112	5	38	1011	0	1	0	0	0	0	0	2	605	703	1463	2140	0	0	1	0	7	2	1	0	0	0	0
Eubacterium	342	10696	235	755	4076	0	37	0	121	78	75	109	167	3332	3254	5302	8110	0	57	38	40	10	184	23	35	0	2	0
Acetobacterium	281	3964	0	0	180	0	0	0	0	0	0	0	0	91	76	160	189	0	0	0	0	0	0	0	0	0	0	0
Intestinimonas	211	4548	0	1411	47193	0	0	0	0	0	0	0	0	22878	23900	48905	71968	0	0	0	0	0	0	0	0	0	0	0
Massilistercora	78	6160	0	0	14290	0	0	0	0	0	0	0	0	15538	14812	27633	11668	0	0	0	3	0	0	0	0	0	0	0
Flintibacter	39	2239	3517	19951	23072	0	270	457	382	342	352	90	1601	27770	30610	40938	10750	0	305	502	612	301	1085	344	1855	0	0	0
CandidatusSyntrophocurvum	188	645	0	0	25	0	0	0	0	0	0	0	0	7	13	13	30	0	0	0	0	0	1	0	1	0	0	0
Syntrophomonas	90	2223	4	20	33	0	0	0	5	6	1	1	6	26	22	37	28	0	1	2	0	0	4	0	0	0	0	0
Syntrophothermus	41	515	70	487	52	0	0	0	8	0	2	1	25	17	23	37	97	0	0	0	0	0	3	0	0	0	0	0
Oscillibacter	129	2164	9296	44457	37010	0	434	463	240	314	214	0	7121	59839	92512	102588	43114	0	295	432	704	792	2315	344	2136	0	0	0
Dysosmobacter	84	3472	0	0	43107	0	0	0	0	0	0	0	0	50787	66609	94406	75200	0	0	0	0	0	0	0	0	0	0	0
Heliorestis	120	803	0	0	5	0	0	0	0	0	0	0	0	8	9	17	17	0	0	0	0	0	0	0	0	0	0	0
Heliobacterium	54	3559	0	0	169	0	0	0	0	0	0	0	0	72	126	223	439	0	0	0	0	0	0	0	0	0	0	0
Petrocella	167	4073	334	1531	53	0	0	0	63	57	80	36	107	37	40	47	88	0	0	0	0	0	0	0	0	0	0	0
Christensenella	119	5445	3355	9555	6216	0	0	0	5	3	10	1	800	2601	3634	5625	7555	0	0	0	6	6	40	6	8	0	3	0
Symbiobacterium	66	2315	0	4	152	0	0	0	0	0	0	0	0	132	121	287	408	0	0	0	0	0	0	0	0	0	0	0
Caldicellulosiruptor	1204	6179	0	0	274	0	0	0	0	0	0	0	0	125	127	238	210	0	0	0	0	0	0	0	0	0	0	0
Thermoanaerobacterium	1009	6446	0	6	142	0	0	0	1	0	0	0	0	136	127	190	294	0	0	0	0	0	0	0	0	0	0	0
Thermosediminibacter	70	1523	0	0	70	0	0	0	0	0	0	0	0	40	55	131	232	0	0	0	0	0	0	0	0	0	0	0
Thermoanaerobacter	782	4237	3	0	96	0	0	0	0	0	0	0	0	70	71	81	80	0	0	0	0	0	0	0	0	0	0	0
Moorella	181	2774	0	0	189	0	0	0	0	0	0	0	0	145	197	431	312	0	0	0	0	0	1	0	0	0	0	0
Ammonifex	68	1742	0	0	230	0	0	0	0	0	0	0	0	341	427	400	120	0	0	0	0	0	0	0	0	0	0	0
Tepidanaerobacter	129	1255	0	0	14	0	0	0	6	1	4	0	0	7	11	11	36	0	0	0	0	0	0	0	0	0	0	0
Thermanaeromonas	87	1664	2	14	17	0	0	0	0	0	0	0	0	14	6	13	20	0	0	1	0	0	0	0	0	0	0	0
Caldanaerobacter	82	1050	7	34	52	0	0	0	3	1	0	2	2	28	37	30	27	0	0	0	0	0	0	0	0	0	0	0
Carboxydothermus	41	1534	0	0	35	0	0	0	0	0	0	0	0	8	13	21	74	0	0	0	0	0	0	0	0	0	0	0
Thermacetogenium	26	2116	0	29	140	0	0	0	2	0	0	0	0	220	187	362	171	0	0	55	0	0	0	0	217	0	6	0
Thermodesulfobium	190	916	0	0	7	0	0	0	0	0	0	0	0	5	7	5	8	0	0	0	0	0	0	0	0	0	0	0
Mahella	89	645	19	42	86	0	0	0	0	0	0	0	3	83	85	245	238	0	0	0	0	2	2	0	0	0	0	0
Halanaerobium	299	2879	0	0	22	0	0	0	0	0	0	0	0	36	37	50	33	0	0	0	0	0	0	0	0	0	0	0
Halocella	268	606	0	14	20	0	0	0	0	0	0	0	4	18	31	22	132	0	0	0	0	0	0	0	0	0	0	0
Halothermothrix	152	517	14	87	18	0	0	0	0	0	1	1	4	23	19	46	34	0	0	0	1	1	3	0	0	0	0	0
Halobacteroides	166	1008	0	0	5	0	0	0	0	1	0	0	0	10	12	6	29	0	0	0	0	0	0	0	0	0	0	0
Acetohalobium	144	798	0	2	18	0	0	0	0	0	0	0	1	1	7	12	21	0	0	0	3	0	1	0	0	0	24	0
Anoxybacter	245	1695	23	51	11	0	0	0	0	0	0	1	7	9	10	21	30	0	0	0	0	0	0	0	0	0	0	0
Natranaerobius	156	1168	0	8	23	0	0	0	0	0	0	0	0	13	6	54	20	0	0	0	0	0	1	0	0	0	0	0
Pelosinus	453	2752	1	0	91	0	0	0	0	0	0	0	0	66	53	54	182	0	0	0	0	0	0	0	0	0	6	0
Sporomusa	185	1576	15	255	86	0	0	0	0	0	0	0	2	88	98	194	110	0	1	0	0	0	2	0	0	0	0	0
Methylomusa	144	2718	0	0	42	0	0	0	0	0	0	0	0	47	60	78	64	0	0	0	0	0	0	0	0	0	0	0
Megamonas	401	1784	157	0	41	0	0	3	13606	6323	5119	4970	17	37	2133	86	98	0	1	0	1	2	0	0	0	0	15	0
Selenomonas	303	10620	2	20	1032	0	0	0	0	0	0	0	4	840	895	1377	1657	0	0	1	0	0	2	0	0	31	25	0
Veillonella	428	4274	0	41	95	0	0	0	0	0	0	0	40	162	175	152	118	0	0	0	0	0	82	0	0	3980	43160	0
Megasphaera	166	5400	5	20	509	0	0	2	3	0	2	3	1	455	985	836	841	0	0	3	0	0	2	1	0	23	546	0
Dialister	156	4946	1091	738	140	0	45	14	0	0	0	0	1825	746	456	382	524	0	141	38	52	103	0	0	0	0	0	0
Acidaminococcus	98	2916	1	5	544	0	3	2	0	3	0	0	2	832	718	971	665	0	3	0	1	0	3	0	0	0	0	0
Phascolarctobacterium	44	1392	0	0	182	0	0	0	0	0	0	0	0	149	266	194	467	0	0	0	0	0	0	0	0	0	0	0
Peptoniphilus	309	6440	441	66	137	0	44	4	2	1	5	0	5	111	124	259	436	0	0	1	4	20	197	135	2722	0	7	0
Anaerococcus	301	5850	205	22	51	0	0	0	0	0	0	0	6	88	86	75	148	0	0	0	1	2	4	3	224	0	0	0
Finegoldia	240	3057	310	24	144	0	38	0	0	2	0	0	2	91	85	235	2042	0	0	0	2	0	107	76	3354	0	11	0
Parvimonas	216	17639	1	21	45	0	0	0	0	0	1	0	3	35	40	32	68	0	0	0	0	0	2	0	1	27	20	0
Murdochiella	32	3108	260	6	340	0	149	1	0	0	0	0	1	428	301	354	462	0	2	3	0	0	92	58	831	0	10	0
Sporanaerobacter	292	2093	0	3	78	0	0	0	0	0	0	0	0	39	65	65	159	0	0	0	0	0	0	0	0	0	0	0
Gudongella	41	1287	0	1	53	0	0	0	0	1	0	0	0	46	30	69	83	0	0	0	0	0	0	0	0	0	0	0
Gottschalkia	309	2153	29	80	34	0	0	2	0	0	0	0	33	16	29	16	33	0	1	3	0	4	14	0	5	0	1	0
Ezakiella	86	1338	11	71	20	0	1	0	0	0	0	0	0	25	44	35	73	0	0	0	0	0	30	0	1	0	0	0
Erysipelothrix	488	6331	282	224	87	0	150	7	7	4	8	1	125	59	66	60	134	0	0	22	64	36	437	33	789	0	51	0
Absiella	219	3996	0	0	1617	0	0	0	0	0	0	0	0	2247	1526	2850	6577	0	0	0	0	0	0	0	0	0	0	0
Longibaculum	186	3791	0	0	5701	0	0	0	0	0	0	0	0	8140	7940	11551	10770	0	0	0	0	0	0	0	0	0	0	0
Turicibacter	184	1479	0	10	196	0	0	0	1	2	11	3	24	328	161	220	174	0	0	0	0	7	94	293	0	0	0	0
Intestinibaculum	168	1202	0	7	70	0	0	0	2	0	1	1	0	146	129	106	135	0	0	0	0	0	0	0	0	0	0	0
Faecalitalea	68	2074	150	36	9669	0	0	0	8	2	4	11	140	5992	5924	10751	19980	0	0	0	0	0	0	0	0	0	0	0
Faecalibaculum	48	1331	1008	1303	179	0	0	41	3306	1735	2337	1155	513	195	214	293	195	0	275	65	0	212	1528	0	0	0	3	0
Ndongobacter	21	2205	0	0	131	0	0	0	1	0	0	0	0	52	62	108	176	0	0	0	0	0	1	0	0	0	0	0
Limnochorda	105	1166	0	3	70	0	0	0	0	0	0	0	0	83	80	184	128	0	0	0	0	0	0	0	0	0	0	0
Streptomyces	89314	554907	23	820	18101	0	0	0	2	0	6	0	18	12225	16535	24878	20468	0	0	0	0	0	36	0	0	11	2063	0
Kitasatospora	602	8736	0	0	167	0	0	0	0	0	0	0	0	128	160	205	379	0	0	0	0	0	0	0	0	0	0	0
Streptacidiphilus	134	1314	0	0	21	0	0	0	0	0	0	0	0	17	30	46	176	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium	11425	99203	0	3	1273	0	0	0	0	0	0	0	0	1064	1233	2196	2109	0	0	0	0	0	1	0	0	1	0	0
Mycobacterium	4671	96850	0	1	1078	0	1	0	0	0	0	0	1	920	1120	1867	1592	0	0	0	0	0	0	0	1	0	0	0
Mycobacteroides	597	13944	0	0	422	0	0	0	0	0	0	0	0	469	537	507	226	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacter	346	10433	0	0	114	0	0	0	0	0	0	0	0	94	62	220	136	0	0	0	0	0	0	0	0	0	0	0
Hoyosella	104	4999	0	0	24	0	0	0	0	0	0	0	0	17	22	31	50	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacillus	10	2845	0	0	7	0	0	0	0	0	0	0	0	16	20	20	24	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus	2696	58844	5	45	938	0	0	1	0	0	0	1	0	745	846	1275	1174	0	0	0	1	0	0	2	25	0	2	0
Nocardia	1416	53132	2	9	567	0	0	2	0	0	0	0	3	371	536	1210	1089	0	0	0	1	3	4	0	0	0	7	0
Corynebacterium	3347	484383	392	18	1922	0	9	1	2	2	3	1	1	1561	2223	2791	3489	0	0	0	0	0	138	121	4021	240	9	0
Gordonia	1133	61839	0	0	296	0	0	0	0	0	0	0	0	221	264	499	336	0	0	0	0	0	0	0	0	0	0	0
Tsukamurella	254	9200	0	0	119	0	0	0	0	0	0	0	0	107	146	175	171	0	0	0	0	0	0	0	0	0	0	0
Dietzia	227	14030	4	13	97	0	0	0	0	0	0	0	5	59	78	116	266	0	0	0	0	0	0	0	0	0	0	0
Tomitella	85	5133	0	0	16	0	0	0	0	0	0	0	0	6	26	40	32	0	0	0	0	0	0	0	0	0	0	0
Lawsonella	19	2655	59	0	34	0	1	0	0	0	1	0	0	8	4	12	27	0	0	0	0	0	31	40	515	0	9	0
Segniliparus	66	768	0	0	28	0	0	0	0	0	0	0	0	12	12	32	25	0	0	0	0	0	0	0	0	0	0	0
Microbacterium	1547	92427	0	0	1185	0	0	0	0	0	0	1	0	941	1023	1764	1720	0	0	0	0	0	0	0	0	0	0	0
Rathayibacter	706	22996	0	0	367	0	0	0	0	0	0	0	0	281	364	381	506	0	0	0	0	0	0	0	0	0	0	0
Agromyces	303	19183	0	0	164	0	0	0	0	0	0	0	0	148	152	306	292	0	0	0	0	0	0	0	0	0	0	0
Curtobacterium	288	9918	0	0	109	0	0	0	0	0	0	0	0	67	81	197	271	0	0	0	0	0	0	0	0	0	0	0
Clavibacter	219	10321	0	0	56	0	0	0	0	0	0	0	0	52	60	215	60	0	0	0	0	0	0	0	0	0	0	0
Leifsonia	210	16474	0	0	95	0	0	0	0	0	0	0	0	61	66	189	259	0	0	0	0	0	0	0	0	0	0	0
Cryobacterium	165	10759	0	0	123	0	0	0	0	0	0	0	0	91	131	186	151	0	0	0	0	0	0	0	0	0	0	0
Salinibacterium	156	6788	0	0	35	0	0	0	0	0	0	0	0	14	22	45	49	0	0	0	0	0	0	0	0	0	0	0
Plantibacter	142	3857	10	0	48	0	0	0	0	0	0	0	0	39	50	89	85	0	0	0	0	0	0	0	0	0	0	0
Agrococcus	119	9112	0	0	80	0	0	0	0	0	0	0	0	51	89	158	166	0	0	0	0	0	0	0	0	0	0	0
Rhodoluna	91	3895	0	0	11	0	0	0	0	0	0	0	0	7	11	7	12	0	0	0	0	0	0	0	0	0	0	0
CandidatusAquiluna	17	410	1	0	2	0	0	0	0	0	0	0	0	2	2	5	2	0	0	0	0	0	0	0	0	0	0	0
Frondihabitans	104	3715	0	0	70	0	0	0	0	0	0	0	0	61	53	147	140	0	0	0	0	0	0	0	0	0	0	0
Aurantimicrobium	103	2503	0	0	134	0	0	0	0	0	0	0	0	163	187	133	31	0	0	0	0	0	0	0	0	0	0	0
Protaetiibacter	84	2738	14	0	39	0	0	0	0	0	0	0	0	72	37	77	118	0	0	0	0	0	0	0	0	0	0	0
Humibacter	83	6793	0	0	45	0	0	0	0	0	0	0	0	16	45	64	71	0	0	0	0	0	0	0	0	0	0	0
Microterricola	74	5709	0	0	68	0	0	0	0	0	0	0	0	39	75	83	109	0	0	0	0	0	0	0	0	0	0	0
Diaminobutyricimonas	73	2782	0	0	149	0	0	0	0	0	0	0	0	235	204	121	47	0	0	0	0	0	0	0	0	0	0	0
Leucobacter	54	7218	0	7	70	0	0	0	0	0	0	0	0	48	47	79	173	0	0	0	0	0	0	0	0	0	0	0
Gryllotalpicola	50	3359	0	0	49	0	0	0	0	0	0	0	0	5	21	25	72	0	0	0	0	0	0	0	0	0	55	0
Lysinimonas	49	2278	0	0	8	0	0	0	0	0	0	0	0	3	18	15	121	0	0	0	0	0	0	0	0	0	0	0
Cnuibacter	41	7734	0	0	54	0	0	0	0	0	0	0	0	63	122	125	63	0	0	0	0	0	0	0	0	0	0	0
Marisediminicola	40	1513	0	0	2	0	0	0	0	0	0	0	0	0	10	7	13	0	0	0	0	0	0	0	0	0	0	0
Mycetocola	32	1527	0	0	5	0	0	0	0	0	0	0	0	1	2	9	13	0	0	0	0	0	0	0	0	0	0	0
Microcella	26	3013	0	0	45	0	0	0	0	0	0	0	0	20	39	40	140	0	0	0	0	0	0	0	0	0	0	0
Pontimonas	10	1726	0	0	3	0	0	0	0	0	0	0	0	8	39	15	7	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter	1224	54651	0	68	527	0	0	0	0	0	0	0	0	310	483	798	859	0	0	0	0	0	0	0	1	0	0	0
Pseudarthrobacter	601	18743	0	0	169	0	0	0	0	0	0	0	0	123	147	248	304	0	0	0	0	0	0	0	0	0	0	0
Micrococcus	354	12565	0	0	170	0	0	0	0	0	0	0	0	63	111	202	368	0	0	0	0	0	0	0	0	0	0	0
Kocuria	323	35056	0	0	188	0	0	0	0	0	4	0	0	87	163	328	1747	0	0	0	0	0	0	0	0	0	0	0
Rothia	245	6973	5	0	88	0	0	0	0	1	0	0	0	46	94	216	408	0	0	0	0	0	13	0	10	643	11276	0
Glutamicibacter	225	16872	0	0	483	0	0	0	0	0	0	0	0	568	651	467	272	0	0	0	0	0	0	0	0	0	2	0
Sinomonas	63	2879	0	0	24	0	0	0	0	0	0	0	0	16	20	33	73	0	0	0	0	0	0	0	0	0	0	0
Nesterenkonia	59	1483	2	0	19	0	0	0	0	0	1	0	0	26	23	55	28	0	0	0	0	0	0	0	0	0	0	0
Paenarthrobacter	48	623	0	0	25	0	0	0	0	0	0	0	0	0	0	10	64	0	0	0	0	0	0	0	0	0	0	0
Psychromicrobium	30	1738	0	0	34	0	0	0	0	0	0	0	0	18	15	30	71	0	0	0	0	0	0	0	0	0	0	0
Renibacterium	29	2611	0	0	1	0	0	0	0	0	0	0	0	3	3	8	8	0	0	0	0	0	0	0	0	0	0	0
Auritidibacter	23	735	0	2	4	0	0	0	0	0	0	0	0	3	3	7	1	0	0	0	0	0	0	0	0	0	0	0
Zhihengliuella	22	4685	0	0	0	0	0	0	0	0	0	0	0	9	43	85	161	0	0	0	0	0	0	0	0	0	0	0
Neomicrococcus	20	1941	0	0	36	0	0	0	0	0	0	0	0	11	36	50	1259	0	0	0	0	0	0	0	0	0	0	0
Serinicoccus	380	13129	0	0	302	0	0	0	0	0	0	0	0	123	182	403	483	0	0	0	0	0	0	0	0	0	0	0
Ornithinimicrobium	265	22799	0	0	123	0	0	0	0	0	0	0	0	60	90	133	191	0	0	0	0	0	0	0	0	0	0	0
Janibacter	158	8894	0	0	115	0	0	0	0	0	0	0	0	45	75	128	218	0	0	0	0	0	0	0	0	0	0	0
Tetrasphaera	106	3062	0	0	20	0	0	0	0	0	0	0	0	2	14	18	37	0	0	0	0	0	0	0	0	0	0	0
Phycicoccus	59	3001	0	0	30	0	0	0	0	0	0	0	0	4	13	21	18	0	0	0	0	0	0	0	0	0	0	0
Intrasporangium	57	4423	0	0	21	0	0	0	0	0	0	0	0	14	4	23	36	0	0	0	0	0	0	0	0	0	0	0
Arsenicicoccus	22	5632	0	0	22	0	0	0	0	0	0	0	0	18	10	37	79	0	0	0	0	0	0	0	0	0	19	0
Brachybacterium	643	26395	0	0	212	0	0	0	0	0	0	0	0	179	160	405	357	0	0	0	0	0	0	0	0	0	0	0
Dermabacter	247	18580	0	0	91	0	0	0	0	0	0	0	0	28	33	79	149	0	0	0	0	0	0	0	0	0	0	0
Devriesea	43	1893	0	0	8	0	0	0	0	0	0	0	0	3	10	8	14	0	0	0	0	0	0	0	0	0	0	0
Cellulomonas	555	36306	5	24	256	0	0	0	0	0	1	0	10	151	205	371	330	0	0	0	2	0	5	0	0	0	0	0
Oerskovia	103	4080	0	0	10	0	0	0	0	0	0	0	0	8	18	14	14	0	0	0	0	0	0	0	0	0	0	0
Pseudactinotalea	79	4031	0	0	30	0	0	0	0	0	0	0	0	29	21	74	67	0	0	0	0	0	0	0	0	0	0	0
Paraoerskovia	46	2888	0	0	13	0	0	0	0	0	0	0	0	11	13	31	29	0	0	0	0	0	0	0	0	0	0	0
Isoptericola	143	9068	0	0	124	0	0	0	0	0	0	0	0	47	71	125	187	0	0	0	0	0	0	0	0	0	0	0
Cellulosimicrobium	129	9655	0	0	62	0	0	0	0	0	0	0	0	25	49	66	97	0	0	0	0	0	0	1	0	0	0	0
Xylanimonas	89	9229	0	0	64	0	0	0	0	0	0	0	0	28	57	104	95	0	0	0	0	0	0	0	0	0	0	0
Xylanimicrobium	58	4280	0	0	45	0	0	0	0	0	0	0	0	8	30	40	20	0	0	0	0	0	0	0	0	0	0	0
Brevibacterium	397	24247	0	0	151	0	0	0	0	0	0	0	0	109	256	339	311	0	0	0	0	0	0	0	0	0	0	0
Georgenia	235	19322	0	0	95	0	0	0	0	0	0	0	0	57	85	121	141	0	0	0	0	0	0	0	0	0	0	0
Jonesia	160	2554	0	0	12	0	0	0	0	0	0	0	0	8	14	23	21	0	0	0	0	0	0	0	0	0	1	0
Luteipulveratus	77	4853	0	1	20	0	0	0	0	0	0	0	0	9	13	13	23	0	0	0	0	0	0	0	0	0	0	0
Kytococcus	34	5467	0	0	41	0	0	0	0	0	0	0	0	14	21	49	39	0	0	0	0	0	0	0	0	0	0	0
Dermacoccus	19	3159	0	0	16	0	0	0	0	0	0	0	0	9	6	12	25	0	0	0	0	0	0	0	0	0	0	0
Haloactinobacterium	65	7651	0	0	21	0	0	0	0	0	0	0	0	15	19	57	53	0	0	0	0	0	0	0	0	0	0	0
Ruania	64	4967	0	0	53	0	0	0	0	0	0	0	0	17	30	46	54	0	0	0	0	0	0	0	0	0	0	0
Beutenbergia	53	2625	0	0	33	0	0	0	0	0	0	0	0	13	6	21	39	0	0	0	0	0	0	0	0	0	0	0
Miniimonas	50	10030	0	0	48	0	0	0	0	0	0	0	0	24	38	99	57	0	0	0	0	0	0	0	0	0	29	0
Austwickia	59	4697	0	0	12	0	0	0	0	0	0	0	0	8	8	12	13	0	0	0	0	0	0	0	0	0	0	0
Dermatophilus	27	2909	0	0	8	0	0	0	0	0	0	0	0	8	14	9	9	0	0	0	0	0	0	0	0	0	0	0
Luteimicrobium	59	3494	5	175	23	0	0	0	0	0	1	0	2	11	10	38	26	0	0	0	0	0	0	0	0	0	0	0
Tropheryma	18	288	7	47	1	0	0	0	2	3	2	2	4	12	6	2	0	0	0	0	0	0	0	0	1	0	13	0
Sanguibacter	33	5484	0	0	38	0	0	0	0	0	0	0	0	71	41	144	22	0	0	0	0	0	0	0	0	0	0	0
Cutibacterium	1688	16969	7	0	93	0	0	0	0	4	7	0	0	76	63	172	150	0	0	0	0	0	33	4	7	11	3	0
Microlunatus	381	17687	0	0	100	0	0	0	1	0	0	0	0	71	123	233	174	0	0	0	0	0	0	0	0	0	6	0
Acidipropionibacterium	250	26336	0	0	107	0	0	0	0	0	0	0	0	110	124	255	197	0	0	0	0	0	0	0	0	0	0	0
Propionibacterium	168	44957	0	0	330	0	0	0	0	0	0	0	0	377	412	443	208	0	0	0	0	0	0	0	0	0	0	0
Tessaracoccus	168	84903	0	0	159	0	0	0	0	0	0	0	0	105	118	257	186	0	0	0	0	0	3	0	0	19	5	0
Auraticoccus	156	7276	0	0	24	0	0	0	0	0	0	0	0	19	35	34	46	0	0	0	0	0	0	0	0	0	0	0
Pseudopropionibacterium	125	63802	0	0	58	0	0	0	0	0	0	0	0	17	48	50	103	0	0	0	0	0	0	0	0	9	4	0
Raineyella	62	5143	0	0	18	0	0	0	0	0	0	0	0	11	14	48	28	0	0	0	0	0	0	0	0	0	0	0
Propionimicrobium	33	1242	0	0	29	0	0	0	0	0	0	0	0	20	20	23	38	0	0	0	0	0	0	0	0	0	0	0
Nocardioides	1364	57999	0	0	636	0	0	0	0	0	0	0	0	580	563	1138	924	0	0	0	0	0	0	0	0	0	0	0
Aeromicrobium	367	16479	0	14	353	0	0	0	0	0	0	0	0	348	359	469	320	0	0	0	0	0	0	0	0	0	0	0
Friedmanniella	214	9477	0	0	75	0	0	0	0	0	0	0	0	51	56	162	144	0	0	0	0	0	0	0	0	0	2	0
Kribbella	99	3864	0	0	39	0	0	0	0	0	0	0	0	48	62	77	83	0	0	0	0	0	0	0	0	0	0	0
Actinopolymorpha	89	1548	0	0	29	0	0	0	0	0	0	0	0	21	35	46	54	0	0	0	0	0	0	0	0	0	0	0
Pimelobacter	76	4097	0	6	64	0	0	0	0	0	0	0	0	24	30	55	98	0	0	0	0	0	0	0	0	0	0	0
Micropruina	60	7231	0	0	50	0	0	0	0	0	0	0	0	49	54	78	29	0	0	0	0	0	0	0	0	0	1	0
Marmoricola	37	1456	0	0	218	0	0	0	0	0	0	0	0	262	323	401	69	0	0	0	0	0	0	0	0	0	0	0
Amycolatopsis	1104	33109	0	0	658	0	0	0	0	0	0	0	0	464	621	954	1098	0	0	0	0	0	0	0	0	0	0	0
Pseudonocardia	656	17695	0	0	279	0	0	0	0	0	0	0	0	227	253	450	506	0	0	0	0	0	0	0	0	0	0	0
Saccharomonospora	406	16873	0	0	176	0	0	0	3	0	0	0	0	97	118	216	276	0	0	0	0	0	0	0	0	0	0	0
Saccharothrix	353	7723	0	0	209	0	0	0	0	0	0	0	0	121	185	362	368	0	0	0	0	0	0	0	0	0	0	0
Actinoalloteichus	350	7461	0	0	97	0	0	0	0	0	0	0	0	90	97	182	142	0	0	0	0	0	0	0	0	0	0	0
Actinosynnema	236	7007	0	0	126	0	0	0	0	0	0	0	0	42	64	106	216	0	0	0	0	0	0	0	0	0	0	0
Lentzea	200	6252	0	0	99	0	0	0	0	0	0	0	0	66	77	152	105	0	0	0	0	0	0	0	0	0	0	0
Kutzneria	186	3239	0	0	73	0	0	0	0	0	0	0	0	50	87	181	90	0	0	0	0	0	0	0	0	0	0	0
Kibdelosporangium	175	4788	0	1	68	0	0	0	0	0	0	0	0	50	49	90	85	0	0	0	0	0	0	0	0	0	0	0
Saccharopolyspora	167	8525	0	0	61	0	0	0	0	0	0	0	0	53	52	104	68	0	0	0	0	0	0	0	0	0	0	0
Alloactinosynnema	132	5705	0	0	16	0	0	0	0	0	0	0	0	21	20	71	24	0	0	0	0	0	0	0	0	0	0	0
Allokutzneria	98	4555	0	1	77	0	0	0	0	0	0	0	0	47	50	82	102	0	0	0	0	0	0	0	0	0	0	0
Prauserella	85	1312	0	0	11	0	0	0	0	0	0	0	0	10	20	37	24	0	0	0	0	0	0	0	0	0	0	0
Micromonospora	2099	60186	0	0	1027	0	0	0	0	0	0	0	0	718	981	1809	1788	0	0	0	0	0	0	0	0	0	2	0
Actinoplanes	1304	32113	0	0	351	0	0	0	0	0	0	0	0	267	338	680	666	0	0	0	0	0	0	0	0	0	0	0
Plantactinospora	461	11990	0	13	61	0	0	0	0	0	0	0	1	48	72	111	108	0	0	0	0	0	0	2	0	0	0	0
Salinispora	132	2257	0	0	72	0	0	0	0	0	0	0	0	33	66	77	94	0	0	0	0	0	0	0	0	0	0	0
Verrucosispora	114	2425	0	0	56	0	0	0	0	0	0	0	0	27	28	157	85	0	0	0	0	0	0	0	0	0	0	0
Actinomyces	1399	304050	23	44	723	0	0	0	13	5	0	0	0	477	644	1518	1481	0	0	0	0	0	0	0	33	895	7378	0
Schaalia	180	73458	3	6	208	0	0	0	0	0	0	0	3	120	170	745	549	0	0	0	0	0	16	0	0	90	13606	0
Trueperella	106	14954	0	0	208	0	0	0	0	0	0	0	0	95	176	308	356	0	0	0	0	0	0	0	0	0	0	0
Flaviflexus	89	7400	0	0	46	0	0	0	0	0	0	0	0	23	27	55	51	0	0	0	0	0	0	0	0	0	0	0
Arcanobacterium	71	7772	1	9	15	0	0	0	0	0	0	0	0	11	17	19	19	0	0	0	0	0	0	0	0	0	0	0
Mobiluncus	43	3633	88	2	44	0	8	0	0	0	0	1	0	1	3	9	19	0	0	0	5	0	34	27	125	0	0	0
Actinobaculum	11	2254	0	0	39	0	0	0	0	0	0	0	0	15	25	43	41	0	0	0	0	0	0	0	0	0	0	0
Actinotignum	6	2563	0	3	28	0	0	0	0	0	0	0	0	13	26	39	68	0	0	0	0	0	0	0	0	0	723	0
Nonomuraea	385	16934	0	7	208	0	0	0	0	0	0	0	0	184	209	268	326	0	0	0	0	0	0	0	0	0	0	0
Streptosporangium	351	11658	0	0	163	0	0	0	0	0	0	0	0	96	132	259	190	0	0	0	0	0	0	0	0	0	0	0
Nocardiopsis	415	14419	0	2	140	0	0	0	0	0	0	0	1	135	148	263	214	0	0	0	0	0	0	0	0	0	2	0
Streptomonospora	109	3615	0	0	34	0	0	0	0	0	0	0	0	30	45	51	76	0	0	0	0	0	0	0	0	0	0	0
Thermobifida	60	3959	0	0	6	0	0	0	1	0	0	0	0	12	8	11	8	0	0	0	0	0	0	0	0	0	0	0
Actinomadura	457	16130	0	0	226	0	0	0	0	0	0	0	0	150	199	367	297	0	0	0	0	0	0	0	0	0	0	0
