Genus	Basepaws_WGS1	Basepaws_WGS2	Kean5	Kean6a	Kean6b	Nebula_lcWGS	Ombre5	Ombre6	PetQCheck1	PetQCheck2	PetQCheck3	PetQCheck4	Psomagen1a	Psomagen1b	Psomagen2	Psomagen3	Psomagen4	SequencingDotCom_WGS	thryve2	thryve3a	thryve3b	thryve4	uBiome_Fecal2013	uBiome_Fecal2014	uBiome_Fecal2019	uBiome_Oral2014	uBiome_Oral2019	Veritas_WGS
Salmonella	24866	224751	207	2174	686	0	0	0	611	760	547	26	223	739	823	0	4015	0	0	105	1033	819	370	122	304	0	16605	0
Enterobacter	3144	56360	3	25	524	0	0	0	0	0	0	0	0	572	686	0	1863	0	0	0	0	0	5	0	0	70	56	0
Escherichia	2405	66749	102	603	746	0	45	0	267	255	439	18	60	227	1261	0	288903	0	0	68	46	37	323	202	404	1024	457	0
Citrobacter	1610	34597	0	0	29304	0	0	0	0	0	0	0	0	17035	69865	0	11078	0	0	0	0	0	0	0	0	0	0	0
CandidatusBlochmannia	589	1351	0	0	24	0	0	0	0	0	0	0	0	3	21	0	34	0	0	0	0	0	0	0	0	0	0	0
CandidatusHamiltonella	185	722	0	0	0	0	0	0	0	0	0	0	0	9	13	0	48	0	0	0	0	0	0	0	0	0	0	0
CandidatusTachikawaea	134	331	0	0	1	0	0	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0
CandidatusGullanella	53	139	24	81	0	0	0	0	0	2	1	1	12	1	2	0	5	0	1	0	2	0	0	0	0	0	0	0
CandidatusPurcelliella	44	515	2	3	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CandidatusAnnandia	38	114	0	1	2	0	0	0	1	0	0	0	0	2	0	0	3	0	0	0	0	0	1	0	0	0	43	0
CandidatusDoolittlea	23	1009	0	0	2	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0
CandidatusMikella	20	60	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
CandidatusHoaglandella	8	111	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Buttiauxella	1245	1214	0	1	36	0	0	0	0	0	0	0	0	41	48	0	59	0	0	0	0	0	0	0	0	0	0	0
Kosakonia	748	14660	1	0	64	0	0	0	0	0	0	0	0	99	88	0	174	0	0	0	0	0	0	0	0	0	0	0
Pluralibacter	514	6786	0	0	51	0	0	0	0	0	0	0	0	34	56	0	104	0	0	0	0	0	0	0	0	0	0	0
Shigella	484	6835	0	0	36	0	0	0	0	0	0	0	0	127	121	0	18466	0	0	0	0	4	0	0	0	0	0	0
Leclercia	397	13494	0	1	56	0	0	0	0	0	0	0	0	82	119	0	195	0	0	0	0	0	0	0	0	0	22	0
Cedecea	388	6415	0	0	193	0	0	0	0	0	0	0	0	223	197	0	147	0	0	0	0	0	0	0	0	0	0	0
Cronobacter	373	17755	0	0	537	0	0	0	0	0	0	0	0	624	757	0	366	0	0	0	0	0	0	0	0	0	0	0
Raoultella	352	14055	0	0	132	0	0	0	0	0	0	0	0	85	95	0	265	0	0	0	0	0	0	0	0	0	0	0
Lelliottia	310	6107	0	0	273	0	0	0	0	0	0	0	0	331	323	0	396	0	0	0	0	0	0	0	0	0	0	0
CandidatusRiesia	132	781	0	0	41	0	0	0	0	0	0	0	0	64	72	0	17	0	0	0	0	0	0	0	0	0	0	0
Limnobaculum	122	690	0	0	5	0	0	0	0	0	0	0	0	9	9	0	15	0	0	0	0	0	0	0	0	0	0	0
Kluyvera	109	3083	0	0	8	0	0	0	0	0	0	0	0	26	38	0	48	0	0	0	0	0	0	0	0	0	0	0
Shimwellia	108	3119	0	0	65	0	0	0	0	0	0	0	0	22	33	0	207	0	0	0	0	0	0	0	0	0	0	0
Atlantibacter	61	3482	0	0	14	0	0	0	0	0	0	0	0	15	17	0	29	0	0	0	0	0	0	0	0	0	0	0
Gibbsiella	52	7113	0	0	37	0	0	0	0	0	0	0	0	24	26	0	78	0	0	0	0	0	0	0	0	0	0	0
Izhakiella	52	1694	0	0	27	0	0	0	0	0	0	0	0	29	25	0	42	0	0	0	0	0	0	0	0	0	0	0
CandidatusIshikawaella	37	91	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
CandidatusMoranella	21	508	0	0	13	0	0	0	0	0	0	0	0	9	6	0	4	0	0	0	0	0	0	0	0	0	0	0
Pseudescherichia	14	3664	0	0	20	0	0	0	0	0	0	0	0	1	9	0	11	0	0	0	0	0	0	0	0	0	0	0
Metakosakonia	2	3812	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serratia	9549	76118	0	2	1061	0	0	0	0	2	1	0	0	780	1082	0	1086	0	0	0	0	0	0	0	0	0	0	0
Yersinia	1942	29749	1	283	394	0	1	0	0	1	0	0	0	374	390	0	520	0	0	0	0	46	0	0	0	0	0	0
Rahnella	302	6531	0	0	59	0	0	0	0	0	0	0	0	42	43	0	69	0	0	0	0	0	0	0	11	0	158	0
Chania	128	1453	0	0	32	0	0	0	0	0	0	0	0	65	23	0	43	0	0	0	0	0	0	0	0	0	0	0
Nissabacter	106	8417	0	0	7	0	0	0	0	0	0	0	0	1	14	0	20	0	0	0	0	0	0	0	0	0	0	0
CandidatusFukatsuia	83	703	0	1	2	0	0	0	0	0	0	0	0	1	2	0	3	0	0	0	0	0	0	0	0	0	1	0
Rouxiella	72	862	1	0	28	0	0	0	0	0	0	0	0	15	16	0	22	0	0	0	0	0	0	0	0	0	0	0
Buchnera	3102	11981	1	7	41	0	0	1	1	0	0	0	0	30	59	0	173	0	0	0	0	0	0	0	4	0	1	0
Pantoea	1730	47056	2	11	338	0	0	3	0	1	0	0	2	183	280	0	462	0	0	0	2	0	0	0	0	0	0	0
Erwinia	1519	25396	2	3	161	0	0	0	0	0	0	0	0	146	175	0	962	0	0	0	0	0	0	0	0	0	2	0
Tatumella	311	2913	0	0	55	0	0	0	0	0	0	0	0	39	55	0	110	0	0	0	0	0	0	0	0	0	0	0
Mixta	298	14603	0	0	92	0	0	0	0	0	0	0	0	75	73	0	107	0	0	0	0	0	0	0	0	0	0	0
Wigglesworthia	156	196	2	7	2	0	0	0	0	0	0	0	2	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0
Proteus	2308	11060	0	6	54	0	0	0	0	0	0	0	0	80	103	0	253	0	0	0	0	0	1	0	0	0	0	0
Providencia	2106	13425	0	0	289	0	0	0	0	0	0	0	0	429	433	0	222	0	0	0	0	0	0	0	0	0	0	0
Xenorhabdus	874	9939	0	1	33	0	0	0	0	0	0	0	0	32	30	0	57	0	0	0	0	0	0	0	0	0	0	0
Photorhabdus	548	3001	0	0	21	0	0	0	1	0	0	0	0	25	31	0	131	0	0	0	0	0	0	0	0	0	0	0
Arsenophonus	373	2586	2	70	30	0	1	15	2	0	0	0	9	12	8	0	41	0	1	4	9	76	5	0	0	9	51	0
Morganella	244	5795	0	5	27	0	0	0	0	0	1	0	1	55	51	0	36	0	0	0	0	1	0	0	0	0	0	0
Dickeya	1058	30690	0	0	342	0	0	0	0	0	0	0	0	384	351	0	396	0	0	0	0	1	0	0	0	0	0	0
Pectobacterium	866	14398	11	58	172	0	4	0	0	0	0	0	6	138	220	0	318	0	0	4	3	0	3	0	2	0	2	0
Brenneria	313	10627	0	0	241	0	0	0	0	0	0	0	0	234	196	0	121	0	0	0	0	0	1	0	0	0	0	0
Sodalis	170	15875	2	24	30	0	0	0	2	0	0	1	1	22	29	0	34	0	0	0	0	0	0	0	0	0	5	0
Lonsdalea	53	1288	0	0	30	0	0	0	0	0	0	0	0	35	33	0	32	0	0	0	0	0	0	0	0	0	0	0
Hafnia	785	6375	0	0	26	0	0	0	0	0	0	0	0	53	47	0	157	0	0	0	0	0	0	0	0	0	0	0
Edwardsiella	600	15717	0	0	141	0	0	0	0	0	0	0	0	85	391	0	214	0	0	0	0	0	0	0	0	0	0	0
Obesumbacterium	175	2128	0	0	5	0	0	0	0	0	0	0	0	3	9	0	7	0	0	0	0	0	0	0	0	0	0	0
Pragia	277	2076	0	51	28	0	0	0	1	0	0	0	4	57	75	0	158	0	0	0	0	2	7	0	0	0	0	0
Leminorella	133	1854	0	0	19	0	0	0	0	0	0	0	0	19	22	0	32	0	0	0	0	0	0	0	0	0	0	0
Plesiomonas	96	7063	0	0	31	0	0	0	0	0	0	0	0	17	30	0	26	0	0	0	0	0	0	0	0	0	0	0
Phytobacter	45	4390	0	0	10	0	0	0	0	0	0	0	0	7	15	0	15	0	0	0	0	0	0	0	0	0	0	0
Aeromonas	166792	90643	0	2	25121	0	0	0	0	0	0	0	1	13756	28636	0	18293	0	0	0	0	0	0	0	0	0	3	0
Oceanisphaera	191	4897	0	1	16	0	0	0	0	2	0	0	0	44	63	0	36	0	0	0	0	0	1	0	0	0	11	0
Tolumonas	74	2156	0	0	16	0	4	0	0	0	0	0	4	11	25	0	16	0	13	0	0	0	14	1	1	0	9	0
Zobellella	70	13275	0	0	88	0	0	0	0	0	0	0	1	38	67	0	142	0	0	0	0	0	0	0	0	0	79	0
Oceanimonas	37	8113	0	0	47	0	0	0	0	0	0	0	0	21	29	0	53	0	0	0	0	0	0	0	0	0	0	0
Succinivibrio	134	713	0	9	37	0	0	0	0	0	0	0	2	23	17	0	29	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas	79048	3275265	3	39	13167	0	0	0	0	3	3	340	10	9828	12019	0	15594	0	2	0	1	0	24	4	1	17	18	0
Azotobacter	325	27435	0	0	103	0	0	0	0	0	0	0	0	63	104	0	180	0	0	0	0	0	0	0	0	0	0	0
Oblitimonas	105	1803	0	0	4	0	0	0	0	4	0	0	0	6	14	0	11	0	0	0	0	0	0	0	0	0	0	0
Permianibacter	70	5454	0	0	0	0	0	0	0	0	0	0	0	4	4	0	97	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter	10126	58636	5	141	921	0	0	0	0	0	0	0	18	981	1388	0	843	0	38	35	32	0	3	1	5	0	308	0
Moraxella	1018	18965	0	0	49	0	0	1	0	0	0	0	0	45	65	0	148	0	0	0	0	0	1	0	0	0	0	0
Psychrobacter	784	19555	0	22	83	0	0	0	0	0	0	0	5	88	85	0	153	0	0	0	0	0	0	0	0	0	0	0
Xanthomonas	45920	723620	0	3	3931	0	0	0	0	0	0	0	0	2274	3642	0	3046	0	0	0	0	0	0	0	0	0	0	0
Stenotrophomonas	1623	598932	0	14	431	0	0	0	0	0	0	0	0	389	460	0	737	0	0	0	0	0	0	0	0	0	0	0
Lysobacter	651	420621	1	4	414	0	0	0	0	0	0	0	0	431	444	0	628	0	0	0	0	0	1	0	0	0	0	0
Luteimonas	346	209080	0	9	138	0	0	0	0	1	0	0	0	110	125	0	210	0	0	0	0	0	0	0	0	0	0	0
Thermomonas	182	36504	0	0	7	0	0	0	0	0	0	0	0	4	9	0	17	0	0	0	0	0	0	0	0	0	0	0
Xylella	174	10638	0	0	9	0	0	0	0	0	0	0	0	14	15	0	20	0	0	0	0	0	0	0	0	0	1	0
Pseudoxanthomonas	133	146853	2	20	214	0	0	0	0	0	0	0	0	267	293	0	169	0	0	0	0	0	0	0	0	0	0	0
Pseudolysobacter	100	29180	0	0	28	0	0	0	0	0	0	0	0	10	25	0	22	0	0	0	0	0	0	0	0	0	0	0
Arenimonas	16	45176	0	0	19	0	0	0	0	0	0	0	0	16	25	0	138	0	0	0	0	0	0	0	0	0	0	0
Dyella	225	70751	0	0	94	0	0	0	0	0	0	0	0	78	111	0	169	0	0	0	0	0	0	0	0	0	0	0
Rhodanobacter	181	57174	0	2	102	0	0	0	0	0	0	0	0	73	59	0	117	0	0	0	0	0	0	0	0	0	0	0
Frateuria	59	27396	0	0	9	0	0	0	0	0	0	0	0	4	5	0	106	0	0	0	0	0	0	0	0	0	4	0
Ahniella	49	22218	0	1	33	0	0	0	0	0	0	0	0	33	41	0	42	0	0	0	0	0	0	0	0	0	0	0
Luteibacter	45	24123	0	0	63	0	0	0	0	0	0	0	0	47	68	0	153	0	0	0	0	0	0	0	0	0	0	0
Dokdonella	41	53971	0	2	36	0	0	2	0	0	0	0	1	38	45	0	43	0	0	0	0	0	0	0	0	0	0	0
Aerosticca	17	53369	0	0	23	0	0	0	0	0	0	0	0	26	27	0	43	0	0	0	0	0	0	0	0	0	0	0
Alteromonas	1409	16530	0	5	165	0	0	0	0	0	0	0	0	119	142	0	333	0	0	0	0	0	0	0	0	0	2	0
Salinimonas	1305	2936	0	0	32	0	0	0	0	0	0	0	0	17	31	0	18	0	0	0	0	0	0	0	0	0	0	0
Marinobacter	928	50959	0	0	508	0	0	0	0	0	0	0	0	576	596	0	928	0	0	0	0	0	0	0	0	0	0	0
Glaciecola	614	5332	0	0	23	0	0	0	0	0	0	0	0	46	27	0	150	0	0	0	0	0	0	0	0	0	0	0
Paraglaciecola	594	3495	0	0	11	0	0	0	0	0	0	0	0	26	10	0	19	0	0	0	0	0	0	0	0	0	0	0
Catenovulum	371	3422	0	2	157	0	0	0	1	1	0	0	0	233	224	0	45	0	0	0	0	0	0	0	2	0	15	0
Hydrocarboniclastica	69	3877	0	0	10	0	0	0	0	0	0	0	0	7	11	0	26	0	0	0	0	0	0	0	0	0	0	0
Lacimicrobium	64	855	0	0	131	0	0	0	0	0	0	0	0	141	153	0	48	0	0	0	0	0	0	0	0	0	0	0
Saliniradius	57	1785	0	0	147	0	0	0	0	0	0	0	0	216	262	0	35	0	0	0	0	1	0	0	0	0	0	0
Agarivorans	50	2537	0	0	10	0	0	0	0	0	0	0	0	2	3	0	105	0	0	0	0	0	0	0	0	0	0	0
Shewanella	4849	56516	1	4	572	0	0	0	0	0	0	0	0	638	741	0	639	0	0	0	0	0	0	0	0	0	0	0
Parashewanella	401	2050	0	2	176	0	0	0	0	0	0	0	0	203	193	0	49	0	0	0	0	0	0	0	0	0	0	0
Pseudoalteromonas	4972	30258	0	1	220	0	0	0	0	0	0	0	0	239	266	0	345	0	0	0	0	0	4	0	0	0	24	0
Colwellia	1365	6090	0	0	97	0	0	0	0	0	0	0	0	130	178	0	58	0	0	0	0	0	0	0	0	0	0	0
Thalassotalea	235	4092	0	1	78	0	0	0	0	0	0	0	0	45	67	0	58	0	0	0	0	0	0	0	0	0	0	0
Litorilituus	125	623	0	0	17	0	0	0	0	0	0	0	0	53	17	0	9	0	0	0	0	0	0	0	0	0	0	0
Moritella	555	2167	1	6	10	0	0	0	0	0	0	0	0	7	11	0	10	0	0	0	0	0	0	0	0	0	4	0
Psychromonas	369	1200	0	14	37	0	0	0	0	0	0	0	0	85	69	0	37	0	0	1	0	0	0	0	0	0	0	0
Idiomarina	178	4301	6	10	167	0	0	0	2	0	3	1	8	184	197	0	65	0	0	0	0	0	0	0	0	0	0	0
Ferrimonas	47	4450	0	0	27	0	0	0	0	0	0	0	0	33	36	0	44	0	0	0	0	0	0	0	0	0	0	0
Vibrio	9064	98016	1028	7962	830	0	42	0	17	4	41	0	1214	940	1016	0	1321	0	0	74	0	8	101	32	0	92	12069	0
Aliivibrio	844	2907	0	0	19	0	0	0	0	0	0	0	0	28	70	0	27	0	0	0	0	0	0	0	0	0	0	0
Photobacterium	782	8248	0	1	98	0	0	0	0	0	0	0	1	120	122	0	124	0	0	0	0	0	0	0	0	0	0	0
Paraphotobacterium	244	552	0	0	2	0	0	0	0	0	0	0	0	7	8	0	15	0	0	0	0	0	0	0	0	0	0	0
Enterovibrio	145	710	0	0	7	0	0	0	0	0	0	0	0	17	8	0	2	0	0	0	0	0	0	0	0	0	0	0
Grimontia	106	2028	0	0	11	0	0	0	0	0	0	0	0	11	2	0	4	0	0	0	0	0	0	0	0	0	0	0
Salinivibrio	95	2651	0	0	36	0	0	0	0	0	0	0	0	13	19	0	48	0	0	0	0	0	0	0	0	0	0	0
Haemophilus	1818	55141	4	26	126	0	0	0	0	0	1	0	16	312	304	0	219	0	0	0	0	0	0	0	0	411	2451	0
Pasteurella	688	3413572	6	70	21	0	24	0	1	0	6	0	1	11	55	0	122	0	0	33	22	0	18	2	3	418	1123	0
Actinobacillus	505	59133	0	1	87	0	0	0	0	0	0	0	0	114	87	0	120	0	0	0	0	0	0	0	0	0	37	0
Mannheimia	484	73901	0	0	70	0	0	0	0	0	0	0	0	51	68	0	64	0	0	0	0	0	0	0	0	121	130	0
Aggregatibacter	434	33571	0	6	44	0	0	0	0	0	0	0	1	19	15	0	60	0	0	0	0	0	1	0	0	362	9	0
Bibersteinia	287	451991	0	0	87	0	0	0	0	0	69	0	0	35	46	0	101	0	0	0	0	0	0	0	0	0	0	0
Glaesserella	201	48667	0	0	217	0	0	0	0	0	0	0	1	281	273	0	60	0	0	0	0	0	0	0	0	46	7	0
Avibacterium	180	12136	0	0	4	0	0	0	0	0	0	0	0	18	25	0	3	0	0	0	0	0	1	0	0	18	10	0
Rodentibacter	155	3832	0	0	7	0	0	0	0	0	0	0	0	1	4	0	13	0	0	0	0	0	0	0	0	0	0	0
Histophilus	108	14613	0	0	10	0	0	0	0	0	0	0	0	17	17	0	36	0	0	0	0	0	0	0	0	17	36	0
Gallibacterium	98	4912	0	0	6	0	0	0	0	0	0	0	0	23	14	0	16	0	0	0	0	0	0	0	0	0	0	0
Basfia	74	6491	0	0	14	0	0	0	0	0	0	0	0	17	27	0	11	0	0	0	0	0	0	0	0	0	0	0
Otariodibacter	65	10052	0	0	2	0	0	0	0	0	0	0	0	3	6	0	4	0	0	0	0	0	0	0	0	60	40	0
Halomonas	1820	128991	0	8	899	0	0	0	0	0	0	0	0	847	1097	0	1036	0	0	0	0	0	0	0	1	0	1	0
CandidatusPortiera	82	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusCarsonella	81	990	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0
Zymobacter	51	2690	1	0	11	0	0	0	0	0	0	0	0	2	6	0	12	0	0	0	0	0	0	0	0	0	0	0
CandidatusEvansia	28	197	12	44	4	0	0	0	0	0	0	1	2	1	0	0	4	0	0	0	0	0	5	0	1	0	0	0
Kushneria	136	12489	2	25	70	0	0	0	0	1	4	1	1	68	68	0	260	0	0	0	0	0	0	0	0	0	0	0
Cobetia	94	10455	0	0	46	0	0	0	0	0	0	0	0	15	33	0	65	0	0	0	0	0	0	0	0	0	0	0
Halotalea	54	4896	0	0	43	0	0	0	0	0	0	0	0	79	53	0	41	0	0	0	0	0	0	0	0	0	0	0
Pistricoccus	37	6000	0	0	9	0	0	0	0	0	0	0	0	25	25	0	31	0	0	0	0	0	0	0	0	0	0	0
Chromohalobacter	32	5847	0	0	34	0	0	0	0	0	0	0	0	13	18	0	50	0	0	0	0	0	0	0	0	0	0	0
Salinicola	23	7579	0	6	37	0	0	0	0	0	0	0	0	65	75	0	44	0	0	0	0	0	0	0	3	0	0	0
Marinomonas	578	5494	0	0	72	0	0	0	0	0	0	0	0	37	38	0	89	0	0	0	0	0	0	0	0	0	0	0
Thalassolituus	100	1775	1	0	18	0	0	0	0	0	0	0	0	54	63	0	24	0	0	0	0	0	0	0	0	0	0	0
Marinobacterium	98	4970	0	0	13	0	0	0	0	0	0	0	0	19	23	0	22	0	0	0	0	0	0	0	0	0	0	0
Nitrincola	93	1701	0	0	1	0	0	0	0	0	0	0	0	6	5	0	10	0	0	0	0	0	0	0	0	0	0	0
Oleispira	74	1486	0	3	16	0	0	2	0	0	0	0	1	8	4	0	19	0	0	0	0	0	1	2	0	0	0	0
Neptunomonas	60	1124	0	0	20	0	0	0	0	0	0	0	0	9	7	0	9	0	0	0	0	0	0	0	0	0	0	0
Bacterioplanes	28	2316	0	0	6	0	0	0	0	0	0	0	0	4	4	0	7	0	0	0	0	0	0	0	0	0	0	0
Alcanivorax	368	28244	0	11	226	0	0	0	0	0	0	0	1	277	293	0	281	0	0	0	0	0	2	0	0	0	0	0
Ketobacter	72	2087	0	1	3	0	0	0	0	1	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Gynuella	120	2572	0	0	16	0	0	0	0	0	0	0	0	10	8	0	14	0	0	0	0	0	0	0	0	0	0	0
Saccharospirillum	79	12392	1	1	7	0	0	0	0	0	0	0	0	5	13	0	7	0	0	0	0	0	0	0	0	0	0	0
Reinekea	55	1861	0	2	6	0	0	0	0	0	0	0	0	14	11	0	18	0	0	0	0	0	0	0	0	0	0	0
Kangiella	217	4882	0	0	69	0	0	0	0	0	0	0	0	52	51	0	84	0	0	0	0	0	0	0	0	0	0	0
Hahella	164	11750	0	0	45	0	0	0	0	0	0	0	0	32	43	0	64	0	0	0	0	0	0	0	0	6	0	0
Oleiphilus	109	4249	0	0	10	0	0	0	0	0	0	0	0	24	15	0	14	0	0	0	0	0	0	0	0	0	0	0
Endozoicomonas	39	1345	0	0	12	0	0	0	0	0	0	0	0	3	4	0	33	0	0	0	0	0	0	0	0	0	0	0
Litoricola	10	2122	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0
Legionella	3242	20431	0	9	281	0	0	0	0	0	0	0	0	300	256	0	262	0	0	0	1	10	4	0	10	0	0	0
Fluoribacter	155	670	0	0	1	0	0	0	0	0	0	0	0	1	3	0	3	0	0	0	0	0	0	0	0	0	0	0
Tatlockia	99	1620	0	0	9	0	0	0	0	0	0	0	0	13	10	0	9	0	0	0	0	0	0	0	0	0	0	0
Coxiella	262	2191	0	1	15	0	0	0	0	1	0	1	0	9	42	0	20	0	0	0	0	0	0	0	0	0	0	0
Aquicella	86	2212	4	6	38	0	0	2	1	0	0	0	1	17	7	0	78	0	0	0	1	1	0	0	0	17	68	0
Rickettsiella	77	1621	0	0	1	0	0	0	0	1	0	0	0	1	5	0	3	0	0	0	0	0	0	0	0	0	0	0
Francisella	2084	8480	2	40	55	0	0	0	0	0	0	0	2	96	71	0	74	0	0	0	0	0	0	0	0	0	0	0
Allofrancisella	83	731	0	0	1	0	0	0	0	0	0	0	0	3	8	0	16	0	0	0	0	0	0	0	0	0	0	0
Piscirickettsia	231	3458	0	1	41	0	0	0	0	0	0	0	0	57	33	0	45	0	0	0	0	0	0	0	0	0	0	0
Thiomicrorhabdus	186	3697	8	38	46	0	3	3	0	3	2	0	4	24	29	0	155	0	4	3	3	8	16	3	2	5	1	0
Hydrogenovibrio	144	3214	0	0	29	0	0	0	0	0	0	0	0	16	29	0	52	0	0	0	0	0	0	0	0	0	0	0
Methylophaga	127	2144	0	0	9	0	0	0	0	0	0	0	0	8	1	0	22	0	0	0	0	0	0	0	0	0	0	0
Thiomicrospira	125	5388	0	0	11	0	0	0	0	0	0	0	0	8	12	0	22	0	0	0	0	0	0	0	0	0	1	0
Cycloclasticus	53	1186	0	0	170	0	0	0	0	0	0	0	0	285	337	0	36	0	0	0	0	0	0	0	0	0	0	0
Beggiatoa	194	1400	0	4	0	0	0	0	0	0	0	0	0	6	3	0	4	0	0	0	0	0	0	0	0	0	0	0
Thioploca	111	1987	0	0	1	0	0	0	0	0	0	0	0	2	3	0	6	0	0	0	0	1	0	0	0	0	0	0
Acidihalobacter	406	20855	0	0	127	0	0	0	0	0	0	0	0	71	85	0	177	0	0	0	0	0	0	0	0	0	0	0
Thioalkalivibrio	282	38147	0	0	202	0	0	0	0	0	0	0	0	136	170	0	631	0	0	0	0	0	0	0	0	0	0	0
Spiribacter	131	16197	0	3	38	0	0	0	0	0	0	0	0	75	61	0	171	0	0	0	0	0	0	0	0	0	0	0
Ectothiorhodospira	98	18633	0	0	60	0	0	0	0	0	0	0	0	51	71	0	64	0	0	0	0	0	0	0	0	0	0	0
Halorhodospira	88	4436	0	0	66	0	0	0	0	0	0	0	0	44	52	0	93	0	0	0	0	0	0	0	0	0	0	0
Alkalilimnicola	56	10853	0	0	15	0	0	0	0	0	0	0	0	13	25	0	35	0	0	0	0	0	0	0	0	0	0	0
Nitrosococcus	261	5737	0	0	147	0	0	0	0	0	0	0	0	179	175	0	39	0	0	0	0	0	0	0	0	0	0	0
Rheinheimera	167	2910	0	5	29	0	0	0	0	0	0	0	0	21	31	0	34	0	0	0	0	0	0	0	0	0	0	0
Marichromatium	87	13612	0	0	150	0	0	0	0	0	0	0	0	240	251	0	61	0	0	0	0	0	0	0	0	0	0	0
Allochromatium	76	16131	0	0	135	0	0	0	0	0	0	0	0	177	204	0	69	0	0	0	0	0	0	0	0	0	0	0
CandidatusNitrosoglobus	69	442	0	0	4	0	0	0	0	0	0	0	0	5	7	0	6	0	0	0	0	0	0	0	0	0	0	0
Thiocystis	66	8013	0	0	21	0	0	0	0	0	0	0	0	14	25	0	24	0	0	0	0	0	0	0	0	0	0	0
Thioflavicoccus	55	6255	0	49	55	0	0	0	0	1	0	0	3	16	24	0	151	0	0	0	0	0	0	0	0	0	9	0
Thiodictyon	55	7520	0	0	56	0	0	0	0	0	0	0	0	34	72	0	50	0	0	0	0	0	0	0	0	0	0	0
Thermochromatium	51	8469	13	2	25	0	0	0	0	0	0	1	5	28	32	0	30	0	0	0	0	0	6	0	0	0	0	0
Granulosicoccus	101	1723	17	27	18	0	2	0	0	0	0	0	6	16	50	0	33	0	2	6	0	0	0	0	0	0	0	0
Sulfuriflexus	60	2578	0	8	31	0	0	0	0	0	0	0	0	23	29	0	32	0	0	0	0	0	0	0	0	0	0	0
Wenzhouxiangella	122	10806	0	0	15	0	0	0	0	0	0	0	0	20	15	0	38	0	0	0	0	0	0	0	0	0	0	0
Halothiobacillus	99	11010	0	0	30	0	0	0	0	0	0	0	0	27	24	0	40	0	0	0	0	0	0	0	0	0	0	0
Woeseia	87	5359	0	1	21	0	0	0	0	0	0	0	0	36	37	0	40	0	0	0	0	0	0	0	0	0	0	0
Guyparkeria	34	5863	0	6	35	0	0	0	0	0	0	0	0	8	14	0	96	0	0	0	0	0	0	1	0	0	0	0
Thiohalobacter	30	13516	0	0	31	0	0	0	0	0	0	0	0	32	23	0	37	0	0	0	0	0	0	0	0	0	0	0
Sulfurivermis	29	10097	0	0	57	0	0	0	0	0	0	0	0	22	47	0	153	0	0	0	0	0	0	0	0	0	0	0
Cellvibrio	432	12423	0	1	299	0	0	0	0	0	0	0	0	272	222	0	359	0	0	0	0	0	0	0	0	0	0	0
Agarilytica	358	1762	0	1	6	0	0	0	0	0	0	0	0	3	1	0	10	0	0	0	0	0	0	0	0	0	0	0
Saccharophagus	120	2628	0	0	6	0	0	0	0	0	0	0	0	13	8	0	12	0	0	0	0	0	0	0	0	0	0	0
Teredinibacter	98	3436	0	0	44	0	0	0	0	0	0	0	0	21	17	0	44	0	0	0	0	0	0	0	0	0	0	0
Simiduia	52	5306	0	0	12	0	0	0	0	0	0	0	0	10	19	0	225	0	0	0	0	0	0	0	0	0	0	0
Microbulbifer	774	30925	0	3	404	0	0	0	0	0	0	0	0	379	511	0	275	0	0	0	0	0	0	0	0	0	0	0
Halioglobus	161	6370	0	2	70	0	0	0	0	0	0	0	0	24	45	0	123	0	0	0	0	0	0	0	0	0	0	0
Congregibacter	112	4395	0	0	10	0	0	0	0	0	0	0	0	30	27	0	28	0	0	0	0	0	0	0	0	0	0	0
Kineobactrum	80	3447	0	1	54	0	0	0	0	0	0	0	0	39	52	0	133	0	0	0	0	0	0	0	0	0	0	0
Zhongshania	83	1709	0	34	6	0	0	0	0	0	0	0	3	11	11	0	23	0	0	0	0	0	0	0	0	0	0	0
Oceanicoccus	52	2185	0	0	13	0	0	0	0	1	0	0	0	12	10	0	35	0	0	0	0	0	0	0	0	0	0	0
Spongiibacter	23	2114	0	0	3	0	0	0	0	0	0	0	0	1	2	0	5	0	0	0	0	0	0	0	0	0	0	0
