Genus	Basepaws_WGS1.DOWNSAMPLE_1M	Basepaws_WGS2.DOWNSAMPLE_1M	Bristle1.DOWNSAMPLE_1M	Kean5.DOWNSAMPLE_1M	Kean6a.DOWNSAMPLE_1M	Kean6b.DOWNSAMPLE_1M	Nebula_lcWGS.DOWNSAMPLE_1M	Ombre5.DOWNSAMPLE_1M	Ombre6.DOWNSAMPLE_1M	PetQCheck1.DOWNSAMPLE_1M	PetQCheck2.DOWNSAMPLE_1M	PetQCheck3.DOWNSAMPLE_1M	PetQCheck4.DOWNSAMPLE_1M	Psomagen1a.DOWNSAMPLE_1M	Psomagen1b.DOWNSAMPLE_1M	Psomagen2.DOWNSAMPLE_1M	Psomagen3.DOWNSAMPLE_1M	Psomagen4.DOWNSAMPLE_1M	SequencingDotCom_WGS.DOWNSAMPLE_1M	thryve2.DOWNSAMPLE_1M	thryve3a.DOWNSAMPLE_1M	thryve3b.DOWNSAMPLE_1M	thryve4.DOWNSAMPLE_1M	uBiome_Fecal2013.DOWNSAMPLE_1M	uBiome_Fecal2014.DOWNSAMPLE_1M	uBiome_Fecal2019.DOWNSAMPLE_1M	uBiome_Oral2014.DOWNSAMPLE_1M	uBiome_Oral2019.DOWNSAMPLE_1M	Veritas_WGS-DOWNSAMPLE_1M
Priestia	92	143	5	0	0	65	2	0	0	0	0	0	0	0	58	52	62	79	2	0	0	0	0	0	0	0	0	104	1
Lysinibacillus	70	129	7	4	7	30	1	0	0	0	1	4	0	0	32	35	36	54	0	0	1	0	2	2	2	2	0	24	0
Peribacillus	63	90	4	1	0	30	0	0	0	0	0	0	0	0	19	22	47	35	0	1	0	0	1	5	0	0	0	13	0
Virgibacillus	42	89	5	0	0	31	5	0	0	0	0	0	0	1	32	18	31	37	0	0	0	0	0	0	0	0	0	0	0
Metabacillus	37	71	1	2	1	23	2	0	0	0	0	3	0	1	14	16	9	43	0	0	0	1	0	14	0	3	0	7	0
Cytobacillus	34	77	4	1	1	44	1	0	0	0	0	0	0	1	41	44	48	40	0	0	0	0	0	0	14	0	0	14	0
Niallia	30	79	0	0	0	45	2	0	0	0	0	0	0	0	22	26	18	31	0	0	0	0	0	0	0	0	0	4	0
Alkalihalobacillus	28	48	2	1	2	15	0	0	0	0	0	0	0	1	16	9	20	11	0	0	0	0	0	0	0	0	0	0	0
Oceanobacillus	23	63	2	0	0	9	2	0	0	0	0	0	0	0	18	22	23	40	0	0	0	0	0	0	0	0	0	0	0
Halobacillus	21	46	0	0	0	20	1	0	0	0	0	0	0	0	7	12	23	22	0	0	0	0	0	1	0	0	0	0	0
Mesobacillus	20	23	0	0	0	14	1	0	0	0	0	0	0	0	18	20	34	18	0	0	0	0	0	0	0	0	0	0	0
Heyndrickxia	17	29	2	0	0	13	0	0	0	0	0	0	0	0	7	5	10	16	1	0	0	0	0	0	0	0	0	0	0
Gracilibacillus	14	32	0	0	0	12	1	0	0	0	0	0	0	0	8	12	9	20	1	0	0	0	0	0	0	0	0	0	0
Geobacillus	13	73	2	11	27	40	5	1	0	0	0	2	0	3	27	21	65	101	1	3	2	1	3	1	0	0	0	8	0
Gottfriedia	12	7	0	0	0	4	1	0	0	0	0	0	0	0	5	5	1	10	0	0	0	0	0	0	0	0	0	0	0
Fictibacillus	12	13	1	0	0	6	3	0	0	0	0	0	0	0	6	6	9	7	0	0	0	0	0	0	0	0	0	0	0
Anoxybacillus	11	42	1	86	309	22	0	66	18	3	8	2	3	63	9	14	26	26	0	19	25	46	19	175	12	54	3	4	0
Parageobacillus	11	28	1	0	0	16	0	0	0	1	0	0	0	0	17	23	30	52	0	0	0	0	0	0	0	0	0	0	0
Sutcliffiella	11	18	0	0	0	8	0	0	0	0	0	0	0	0	4	7	4	20	0	0	0	0	0	0	0	0	0	0	0
Psychrobacillus	10	15	0	0	0	13	4	0	0	0	0	0	0	0	6	34	3	5	0	0	0	0	0	0	0	0	0	0	0
Neobacillus	10	31	0	0	0	8	0	0	0	0	0	0	0	0	5	11	17	15	0	0	0	0	0	0	0	0	0	0	0
Aeribacillus	8	13	0	0	0	3	0	0	0	0	0	0	0	0	1	2	2	8	0	0	0	0	0	0	0	0	0	0	0
Evansella	8	11	0	0	0	7	2	0	0	0	0	0	0	0	4	4	8	7	0	0	0	0	0	0	0	0	0	0	0
Radiobacillus	8	12	1	0	0	2	0	0	0	0	0	0	0	0	2	4	5	9	0	0	0	0	0	0	0	0	0	1	0
Rossellomorea	7	31	0	0	0	24	0	0	0	0	0	0	0	0	26	16	17	35	0	0	0	0	0	0	0	0	0	2	0
Halalkalibacterium(exJoshietal.2022)	6	7	0	0	0	4	0	0	0	0	0	0	0	0	1	2	9	2	0	0	0	0	0	0	0	0	0	0	0
Terribacillus	6	21	1	0	0	3	0	0	0	0	0	0	0	0	7	2	6	7	0	0	0	1	0	0	0	0	0	0	0
Lentibacillus	6	11	1	1	5	6	0	0	0	0	0	0	0	0	6	17	3	26	0	0	0	0	0	0	0	0	0	0	0
Pontibacillus	5	14	0	0	0	2	0	0	0	0	0	0	0	0	3	2	5	12	0	0	0	0	0	0	0	0	0	0	0
Anaerobacillus	5	8	1	0	0	23	1	0	0	0	0	0	0	0	14	18	8	5	0	0	0	0	0	0	0	0	0	0	0
Salisediminibacterium	5	17	0	0	0	16	0	0	0	0	0	0	0	0	6	10	20	33	1	0	0	0	0	0	0	0	0	0	0
Weizmannia	4	19	2	2	1	17	1	0	0	0	0	0	0	0	9	9	21	50	0	0	0	0	0	0	1	16	1	4	0
Salipaludibacillus	4	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0
Salicibibacter	4	13	1	0	0	8	3	0	0	0	0	0	0	0	5	6	9	13	0	0	0	0	0	0	0	0	0	1	0
Salimicrobium	3	8	0	0	0	9	0	0	0	0	0	0	0	0	2	2	5	5	0	0	0	0	0	0	0	0	0	9	0
Paenalkalicoccus	2	4	0	0	0	5	0	0	0	0	0	0	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0
Mangrovibacillus	2	5	0	0	0	4	0	0	0	0	0	0	0	0	2	1	1	6	0	0	0	0	0	0	0	0	0	0	0
Caldibacillus	2	11	1	0	0	6	0	0	0	0	0	0	0	0	3	6	12	9	0	0	0	0	0	0	0	0	0	0	0
Amphibacillus	2	1	0	0	0	2	0	0	0	0	0	0	0	0	3	4	1	2	0	0	0	0	0	0	0	0	0	0	0
Sediminibacillus	2	8	0	0	0	4	0	0	0	0	0	0	0	0	2	1	4	16	0	0	0	0	0	0	0	0	0	0	0
Lederbergia	2	10	0	0	0	1	0	0	0	0	0	0	0	0	2	6	0	7	0	0	0	0	0	0	0	0	0	0	0
Paraliobacillus	2	6	0	0	0	3	0	0	0	0	0	0	0	0	11	4	1	1	0	0	0	0	0	0	0	0	0	0	0
Pradoshia	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	4	4	3	0	0	0	0	0	0	0	0	0	0	0
Alkalihalophilus	1	1	0	0	0	5	0	0	0	0	0	0	0	0	3	6	5	9	0	0	0	0	0	0	0	0	0	0	0
Sporosarcina	152	70	0	0	7	45	0	0	0	0	0	0	0	0	28	39	55	56	0	0	0	0	0	0	0	1	0	0	0
Planococcus	43	111	2	0	0	58	0	0	0	0	1	0	0	0	49	51	75	81	0	0	0	0	0	2	0	0	2	0	1
Solibacillus	8	10	0	0	0	18	0	0	0	0	1	1	0	1	15	7	4	6	0	0	0	0	0	0	0	0	0	2	0
Kurthia	7	8	0	0	0	5	2	0	0	0	0	0	0	0	3	5	7	1	0	0	0	0	0	0	0	0	0	0	0
Ureibacillus	5	11	2	2	9	5	0	0	0	1	0	0	0	0	3	5	9	14	0	0	0	0	0	0	0	1	0	8	0
Paenisporosarcina	4	4	0	1	1	5	0	0	0	0	0	0	0	0	4	5	8	4	0	0	0	0	0	0	0	0	0	0	0
Viridibacillus	4	8	2	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Rummeliibacillus	4	13	0	0	0	2	0	0	0	0	0	0	0	0	2	1	6	0	0	0	0	0	0	0	0	0	0	0	0
Jeotgalibacillus	1	6	0	0	0	3	0	0	0	0	0	0	0	0	6	6	5	4	0	0	0	0	0	0	0	0	0	11	0
Listeria	55	88	3	0	62	31	3	0	0	0	0	4	0	2	49	98	26	53	0	0	0	0	0	0	0	1	2	6	0
Brochothrix	4	14	1	0	2	2	2	0	0	0	0	2	0	1	7	2	1	0	0	0	0	0	1	0	0	0	1	4	0
Gemella	31	193	2140	1	2	8	1099	0	0	0	0	0	0	0	11	13	13	21	768	0	0	0	0	0	0	0	0	13849	2
Exiguobacterium	13	39	1	0	0	24	0	0	0	0	0	0	0	0	18	18	28	47	0	0	0	0	0	0	0	0	0	0	0
Hydrogenibacillus	2	12	0	3	5	7	0	0	0	0	0	0	0	0	8	8	14	11	0	0	0	0	0	0	0	0	0	0	0
Laceyella	6	7	0	0	0	10	0	0	0	3	0	1	0	0	4	5	8	11	0	0	0	0	0	0	0	0	0	0	0
Thermoactinomyces	3	9	0	0	0	5	0	0	0	0	0	0	0	0	5	3	5	7	0	0	0	0	0	0	0	0	0	0	0
Kroppenstedtia	2	17	0	3	5	9	0	0	0	0	0	0	0	1	6	14	23	19	0	0	1	0	0	0	0	0	0	0	0
Novibacillus	1	3	0	4	16	4	0	0	0	0	0	3	1	2	2	5	6	17	0	0	0	0	0	0	0	0	0	1	0
Polycladomyces	1	6	1	0	0	0	0	0	0	0	0	1	0	0	1	5	4	9	0	0	0	0	0	0	0	0	0	0	0
Alicyclobacillus	7	46	0	38	37	30	0	0	0	1	0	0	0	10	14	21	38	56	0	0	0	0	0	0	0	0	0	1	0
Tumebacillus	2	15	0	0	3	22	0	0	0	0	0	0	0	1	12	19	26	45	0	0	0	0	0	3	0	0	0	0	0
Effusibacillus	1	5	0	0	0	5	0	0	0	0	0	0	1	0	3	0	6	8	0	0	0	0	0	0	0	0	0	0	0
Sporolactobacillus	4	12	2	0	0	8	0	0	0	0	0	0	0	0	2	5	5	11	0	0	0	0	0	0	0	0	0	0	0
Enterococcus	1479	342	35	122	544	446	33	3	3	55	51	26	12	131	174	280	364	391	5	2	25	12	8	50	7	23	46	917	0
Vagococcus	38	78	5	0	0	22	3	0	0	1	1	0	0	0	12	18	13	39	0	0	0	0	0	0	0	0	0	5	0
Tetragenococcus	6	23	3	0	9	6	0	3	1	0	0	3	0	0	5	10	13	10	0	1	1	0	0	0	0	0	0	188	0
Melissococcus	4	9	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1	2	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus	105	179	12	12	58	106	8	0	0	3	0	2	0	9	95	80	70	75	3	0	0	0	0	31	0	12	16	919	0
Limosilactobacillus	40	56	1	0	6	35	6	0	0	0	4	4	0	4	21	27	47	55	2	0	0	0	0	3	0	1	2	216	0
Companilactobacillus	32	31	5	0	11	16	2	0	0	0	0	0	0	0	14	16	17	26	2	0	0	0	0	0	0	0	0	2	0
Ligilactobacillus	28	53	3	3	3	46	3	1	0	1	3	7	0	2	30	70	42	60	0	0	1	0	0	4	0	0	0	4	0
Lacticaseibacillus	22	41	4	6	18	18	3	0	0	2	3	4	0	12	16	20	30	23	0	0	5	0	1	2	0	1	0	22	0
Lactiplantibacillus	19	35	5	3	11	38	2	0	0	0	0	0	0	1	12	26	29	28	0	0	1	0	1	3	2	0	0	93	0
Leuconostoc	19	46	1	0	14	26	2	0	0	0	0	0	0	0	13	16	7	23	0	0	0	0	0	0	0	0	0	0	0
Weissella	17	32	0	4	100	13	4	0	0	0	7	5	0	5	8	6	11	11	0	0	0	0	8	28	0	0	0	17	0
Pediococcus	16	32	0	0	0	13	0	0	0	1	0	0	0	0	6	6	13	59	0	0	0	0	0	0	0	0	0	0	0
Lentilactobacillus	13	18	0	0	0	10	1	0	0	0	0	0	0	0	8	10	24	10	0	0	0	0	0	0	0	0	0	7	0
Liquorilactobacillus	12	28	0	0	0	8	0	0	0	0	0	0	0	0	4	10	8	6	0	0	0	0	0	0	0	0	0	0	0
Fructilactobacillus	12	16	0	14	9	4	1	2	8	1	0	0	0	1	3	5	8	4	0	1	0	1	11	13	2	4	0	8	0
Apilactobacillus	9	10	1	0	1	5	0	0	0	0	0	0	0	0	5	4	3	11	0	0	0	0	0	1	0	0	0	0	0
Loigolactobacillus	7	9	2	0	0	6	0	0	0	0	0	0	0	0	0	11	5	9	0	0	0	0	0	0	0	0	0	0	0
Levilactobacillus	7	32	1	23	29	17	0	15	9	0	0	0	0	16	12	11	20	20	1	24	21	19	24	43	1	11	1	15	0
Bombilactobacillus	6	21	2	0	0	3	1	0	0	0	0	0	0	0	2	2	2	3	0	0	0	0	0	0	0	0	0	0	0
Amylolactobacillus	6	9	0	0	1	2	0	0	0	0	0	0	0	0	1	3	3	4	0	0	0	0	0	0	0	0	0	1	0
Oenococcus	6	11	1	0	7	2	0	0	0	0	5	0	0	0	5	14	5	4	0	0	1	0	0	0	0	0	0	1	0
Latilactobacillus	5	33	0	0	0	6	2	0	0	0	0	0	0	0	6	0	8	19	0	0	0	0	0	0	0	0	0	3	0
Paucilactobacillus	4	5	1	0	0	1	2	0	0	0	0	0	0	0	5	4	4	2	0	0	0	0	0	0	0	0	0	0	0
Furfurilactobacillus	3	5	0	0	0	4	0	1	0	0	0	0	0	0	3	2	0	3	0	0	0	1	0	1	0	0	0	2	0
Secundilactobacillus	2	6	0	0	0	4	0	0	0	0	0	0	0	1	2	2	3	6	0	0	0	1	0	0	0	0	0	1	0
Periweissella	2	2	0	3	3	6	0	0	0	0	0	0	0	1	1	0	0	4	0	0	0	0	0	3	0	0	1	12	0
Lapidilactobacillus	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Nicolia	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0
Fructobacillus	1	2	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
Acetilactobacillus	1	3	1	3	17	0	0	0	0	0	1	2	1	2	1	1	2	3	0	0	2	0	0	5	0	0	1	14	0
Streptococcus	246	1388	41533	510	1532	359	39775	415	10	19	9	39	2	67	241	233	317	487	13533	583	17	389	189	863	145	81	7492	92921	12
Lactococcus	64	120	6	43	59	36	3	0	0	0	0	0	0	0	31	14	45	34	5	0	0	0	0	0	0	0	3	92	0
Floricoccus	5	5	0	0	3	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	28	0
Carnobacterium	26	41	4	0	0	8	6	0	0	0	0	0	0	0	7	8	14	24	1	0	0	0	0	0	0	0	0	0	0
Jeotgalibaca	20	40	8	0	0	27	1	0	0	0	0	0	0	0	14	12	9	21	0	0	0	0	0	0	0	0	0	0	0
Granulicatella	8	57	1686	649	486	9	587	0	0	0	0	0	0	235	11	9	12	11	645	0	0	0	0	936	0	0	88	7	0
Dolosigranulum	5	16	31	222	289	8	4	0	0	0	0	0	0	0	3	4	6	5	1	1	1	0	0	0	0	0	0	3	0
Marinilactibacillus	1	4	0	0	0	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Aerococcus	11	23	6	0	26	21	0	0	0	0	0	0	0	0	13	17	17	19	0	1	0	0	0	0	0	1	1	16	0
Abiotrophia	2	6	177	0	0	1	7	0	0	0	0	0	0	0	1	1	4	4	406	0	0	0	0	0	0	0	0	0	0
Clostridium	823	1321	42	6157	21307	1497	20	552	614	432	1513	448	2972	3601	1167	1301	1518	1534	11	960	804	940	577	2316	327	556	8	114	2
Crassaminicella	19	66	0	0	1	12	0	0	0	0	0	0	0	1	18	14	30	31	0	0	0	0	0	5	0	0	0	0	0
Paraclostridium	16	39	1	0	0	15	0	0	0	0	0	1	0	0	17	13	3	8	0	0	0	0	0	0	0	1	0	0	0
Alkaliphilus	16	58	0	29	77	21	3	0	0	0	0	0	0	8	17	15	15	19	0	0	0	0	0	0	0	0	0	10	0
Sarcina	11	17	0	0	2	2	0	0	0	0	0	0	227	0	1	4	4	5	0	0	0	0	3	0	0	0	0	0	0
CandidatusArthromitus	11	14	0	0	47	12	0	0	0	0	0	0	0	0	39	0	4	6	0	0	0	0	0	0	0	0	0	0	0
Hungatella	7	53	0	484	1058	1136	0	27	28	28	66	22	20	370	796	580	1261	935	0	32	41	102	62	295	52	135	0	0	0
Geosporobacter	6	19	0	3	45	15	0	0	0	1	0	0	0	0	11	11	14	25	1	0	0	0	1	0	0	0	0	0	0
Caloramator	5	21	1	7	22	18	1	5	1	0	1	1	1	8	5	5	5	5	0	4	2	2	2	20	1	2	0	0	0
Hathewaya	4	3	0	3	4	5	0	0	0	0	0	0	0	0	3	1	2	11	0	0	0	0	1	0	0	0	0	0	0
Serpentinicella	3	11	2	8	39	4	0	0	0	2	1	0	0	6	1	4	5	6	0	0	0	0	1	42	1	0	0	0	0
Blautia	31	303	4	29555	29842	7805	20	2677	610	4323	3275	4174	3572	5723	5040	4649	5667	18293	2	1551	2416	3295	6475	54493	10117	16483	1	24	0
Anaerostipes	25	55	2	2696	4588	639	3	177	57	253	528	285	206	2085	752	746	508	594	1	286	169	191	125	7226	1075	3189	0	1	0
Lachnoclostridium	22	177	3	781	1454	2278	13	147	35	1762	1382	775	895	457	1475	2111	2659	4869	0	339	189	228	99	673	206	442	0	0	0
Butyrivibrio	18	72	6	362	1050	444	5	38	55	65	35	46	21	339	429	455	526	195	0	74	68	81	94	320	53	104	1	155	0
Anaerocolumna	17	50	1	155	381	135	3	15	2	5	7	6	5	95	108	107	156	122	0	11	3	19	11	223	10	60	0	0	0
Mediterraneibacter	15	81	3	10020	9897	1163	4	1167	454	4795	4776	4428	3140	5017	1279	1247	1491	1574	0	1062	1567	2360	704	7180	1825	4012	19	16	0
Roseburia	14	89	2	8064	42976	3729	2	408	1530	9	12	18	6	21907	3370	3914	4918	1224	0	3261	3885	5696	25	17520	4448	2553	0	0	0
Anaerobutyricum	13	27	1	4017	6324	1206	2	347	95	3	0	0	0	886	431	436	647	1316	0	204	639	518	468	6776	1325	4918	0	5	0
Cellulosilyticum	13	23	0	211	1692	140	1	0	48	0	0	11	0	103	17	9	37	19	0	0	0	4	0	23	0	0	0	0	0
Anaeropeptidivorans	12	24	0	19	297	30	2	2	3	0	1	0	0	26	21	20	20	45	0	2	4	15	49	187	24	3	0	1	0
Enterocloster	9	126	1	1394	1101	3183	2	149	13	38	42	62	23	389	2639	3520	5327	2418	0	63	76	146	26	384	80	157	0	47	0
Coprococcus	8	75	0	4492	5532	966	2	589	133	588	377	554	391	1753	874	848	2959	527	0	642	286	376	126	6771	830	496	0	0	0
Tyzzerella	7	7	0	151	502	13	0	13	4	10	6	5	11	102	7	6	13	14	0	7	5	13	11	56	18	30	1	7	0
Qiania	6	18	0	869	2005	154	0	23	24	8	9	12	10	401	111	124	201	168	0	15	41	62	9	434	138	100	0	0	0
Lachnospira	4	17	0	4026	23960	2028	1	780	1273	251	226	188	96	4991	914	580	815	92	0	441	1327	1581	70	6254	601	2333	0	3	0
Lacrimispora	4	52	1	101	132	148	4	31	0	40	54	72	76	50	160	186	207	126	0	37	27	31	0	130	0	73	0	0	0
Dorea	3	54	3	1100	779	725	0	135	24	27	37	39	24	733	625	623	842	544	0	194	94	127	26	2201	661	515	2	235	0
Faecalicatena	3	25	0	83	226	395	2	33	18	125	94	71	85	27	316	338	527	502	0	27	29	25	4	182	56	948	0	0	0
Marvinbryantia	3	21	0	346	777	665	1	8	6	177	290	403	312	216	967	706	1021	531	0	12	13	22	11	142	22	38	0	0	0
Anaerotignum	3	9	0	4701	12802	47	1	2	0	377	283	323	186	2654	45	29	32	26	0	2	5	2	3	49	8	5	0	0	0
Simiaoa	1	32	0	3349	5508	1151	4	136	83	34	26	74	9	4100	3492	1208	2767	236	0	100	173	304	173	1905	143	411	3	0	0
Herbinix	1	25	1	20	44	43	1	0	1	1	1	1	1	16	33	29	40	20	0	0	2	0	0	206	6	0	0	0	0
Novisyntrophococcus	1	15	1	26	13	83	0	0	2	95	46	102	25	9	82	80	110	54	0	2	4	3	2	1483	395	0	0	0	0
Lachnoanaerobaculum	1	100	23	448	710	41	6	251	81	4	5	7	6	291	40	50	48	16	0	123	97	71	12	335	544	134	85	707	0
Pseudobutyrivibrio	1	9	0	16	60	164	3	0	0	3	2	3	4	20	153	162	198	23	0	4	3	6	1	5	1	7	0	0	0
Clostridioides	85	201	12	73	413	750	2	22	8	2	9	33	1	77	490	537	1129	954	1	24	25	342	8	332	55	87	0	203	0
Romboutsia	24	47	3	1	0	11	0	0	0	59	26	32	71	0	6	9	14	16	1	0	0	1	0	1	0	0	0	0	0
Paeniclostridium	23	32	1	0	1	12	0	0	0	1	0	0	1	0	6	6	6	6	1	0	2	1	0	124	19	0	0	0	0
Peptacetobacter	12	31	0	2	1	18	0	0	1	1844	1094	2010	274	0	9	3	6	5	0	0	0	0	1	2	1	0	38	1992	0
Terrisporobacter	10	19	0	3	3	10	1	1	0	2	1	3	0	4	3	7	5	9	0	0	0	0	0	24	8	0	0	0	1
Acetoanaerobium	7	64	1	4	119	13	0	1	1	0	0	0	0	2	5	6	8	10	0	1	2	5	10	6	1	0	0	0	0
Tepidibacter	6	23	0	0	0	7	0	0	0	0	0	0	0	0	1	2	1	5	0	0	0	0	0	0	0	0	0	0	0
Filifactor	1	532	5	16	47	9	4	1	6	3	2	1	1	5	3	4	6	3	3	5	4	6	7	16	3	69	1	106	0
Peptoclostridium	1	22	0	0	2	27	0	0	0	1	0	1	0	0	66	18	27	18	0	0	0	0	0	0	0	0	1	19	0
Acetivibrio	21	34	2	58	778	65	0	5	61	248	172	415	0	40	37	39	54	71	1	5	5	6	8	52	7	1	0	0	0
Ruminiclostridium	18	28	0	0	0	41	0	0	0	22	15	7	16	0	51	26	35	57	0	0	0	1	0	0	0	0	0	0	0
Faecalibacterium	14	138	1	17507	21234	15605	7	2050	215	134	229	633	79	27022	48284	44558	41200	6157	0	3723	3624	3143	350	31982	4980	3635	1	4	0
Ruminococcus	10	77	0	34897	87669	7213	7	2163	6554	59	64	65	32	18220	6411	2592	1634	2275	0	4222	3615	4941	5625	43350	11388	911	2	14	0
Pseudoclostridium	8	8	0	2	568	39	0	1	0	0	1	0	0	3	11	15	14	34	0	0	0	0	0	0	0	0	0	0	0
Flavonifractor	6	44	1	3689	5484	4388	5	329	126	99	240	73	18	1753	3373	5731	5960	6422	0	180	239	210	374	1334	243	398	0	0	0
Caproicibacterium	6	21	1	934	1976	248	0	25	76	6	269	0	1	195	103	129	202	718	0	17	32	26	90	174	17	37	0	0	0
Monoglobus	5	6	0	4388	7796	2631	0	553	358	5	5	2	3	1403	611	348	799	2523	0	335	707	839	422	324	91	786	0	5	0
Vescimonas	4	28	0	2939	10686	4998	0	150	279	33	27	10	6	1656	3239	5064	17501	10660	0	142	182	366	1080	1698	420	3197	0	0	0
Anaerotruncus	3	23	0	1401	4060	1263	1	574	332	186	226	165	69	804	481	465	757	1848	0	292	359	481	967	461	104	521	0	0	0
Dysosmobacter	2	33	0	5022	5526	6482	0	304	83	206	525	184	98	3415	6770	10706	13797	5593	0	165	207	230	186	1636	139	431	0	0	0
Oscillibacter	2	28	0	2705	5006	1195	0	257	159	2	5	5	11	2848	621	708	1664	1478	0	145	269	418	157	448	121	739	0	29	0
Solibaculum	1	16	0	2832	10722	408	0	388	341	242	849	264	71	3090	184	291	299	755	0	134	190	259	1362	1646	273	1608	0	1	0
Mageeibacillus	1	8	2	35	104	13	0	1	1	0	1	0	0	34	9	9	24	16	0	0	2	0	1	41	0	1	0	0	0
Fastidiosipila	1	11	1	71	156	3	2	1	5	10	0	3	3	28	3	1	2	13	0	11	6	4	11	64	14	11	0	5	0
Caproicibacter	1	9	0	0	5	112	0	0	0	0	0	0	0	0	41	45	100	387	0	1	0	0	0	2	1	0	0	0	0
Ethanoligenens	1	17	0	211	335	161	1	2	2	1	1	0	2	69	60	85	139	309	0	2	2	3	7	12	0	2	0	0	0
Acutalibacter	1	15	1	2566	2912	250	0	68	45	99	114	118	58	704	139	147	291	424	0	41	72	94	205	206	42	80	0	0	0
Acetobacterium	44	40	1	0	0	43	2	0	0	0	0	0	0	0	28	38	45	70	0	0	0	0	0	0	0	0	0	0	0
Eubacterium	31	127	2	543	1064	862	2	38	25	116	94	60	105	252	532	579	805	1161	0	43	50	36	23	759	101	57	0	2	0
Alkalibacter	4	10	0	0	20	17	1	0	0	0	0	0	0	2	10	10	26	16	0	0	0	0	0	18	0	2	1	0	0
Desulfosporosinus	16	50	0	2	9	35	0	0	0	0	2	0	0	0	23	28	33	50	0	0	0	0	0	0	0	0	0	0	0
Desulfitobacterium	12	39	0	0	0	33	0	0	0	0	0	0	0	0	31	28	52	93	0	0	0	0	0	0	0	1	0	0	0
Dehalobacter	5	32	0	288	85	17	0	16	2	0	0	0	0	259	11	11	35	61	0	20	31	58	2	47	10	29	0	0	0
Syntrophobotulus	2	9	0	0	0	23	0	0	0	0	0	0	0	0	20	23	27	23	0	0	0	0	0	0	0	0	0	0	0
Vallitalea	27	37	1	2	9	21	0	1	0	1	0	0	0	2	15	23	22	44	0	3	5	3	8	61	2	3	0	0	0
Petrocella	6	16	0	21	351	9	0	1	2	1	1	0	2	14	8	9	7	5	1	0	0	1	1	2	0	0	0	0	0
Aminipila	13	64	1	64	312	118	3	0	0	32	27	29	24	38	52	44	72	162	0	0	0	0	0	167	0	0	0	0	0
Emergencia	1	24	0	314	3245	74	0	17	39	144	75	100	35	216	28	32	54	151	0	7	20	30	124	133	43	540	17	729	0
Mogibacterium	1	46	19	0	0	20	69	0	0	0	0	0	0	0	7	5	15	30	3	0	0	0	0	0	0	0	0	0	1
Fenollaria	5	29	1	1586	24	12	1	81	0	0	0	0	0	6	6	5	24	12	0	0	0	0	0	499	427	1354	0	0	0
Intestinimonas	4	21	0	1552	2230	1509	0	210	75	221	188	314	58	402	894	1426	2651	2308	0	196	205	149	151	3735	745	741	0	2	0
Thermaerobacter	3	36	2	0	0	40	4	0	0	2	0	3	0	0	8	23	45	60	0	0	2	0	4	5	1	0	0	0	0
Massilistercora	1	26	0	233	364	268	2	5	1	15	30	25	13	70	173	196	349	324	1	1	5	5	7	55	4	27	0	0	0
Desulforamulus	6	23	1	39	160	17	1	0	0	0	0	0	0	38	10	12	51	39	0	1	0	0	0	9	0	3	0	0	0
Acididesulfobacillus	6	6	0	0	0	11	0	0	0	0	0	0	0	1	4	10	7	18	0	0	0	0	0	0	0	0	0	0	0
CandidatusFormimonas	4	14	0	29	139	14	0	0	5	6	3	4	1	10	8	5	17	26	0	0	0	0	0	1	0	0	0	1	0
Desulfofarcimen	2	11	0	5	18	2	0	0	0	1	0	0	0	3	3	4	9	23	1	2	0	0	0	27	0	2	0	0	0
Dehalobacterium	2	9	0	34	52	19	0	6	0	4	0	2	0	16	14	10	25	30	0	3	6	4	7	0	0	1	0	0	0
CandidatusDesulforudis	1	6	0	2	14	16	0	0	0	1	0	1	0	3	5	6	20	25	0	0	0	0	0	0	1	1	0	0	0
CandidatusSyntrophocurvum	5	9	0	1	0	3	0	0	0	0	0	0	0	8	3	5	5	0	0	0	0	0	0	1	0	1	0	0	0
CandidatusContubernalis	4	5	0	0	7	5	0	0	0	1	0	0	0	1	2	2	8	5	0	1	0	0	1	2	0	0	0	1	0
Heliorestis	3	6	0	16	79	4	0	0	2	3	4	10	2	27	2	2	1	11	0	1	1	0	7	3013	19	4	0	7	0
Heliomicrobium	1	10	0	1	0	33	0	0	0	0	0	0	0	0	8	9	43	46	0	0	0	0	0	1	0	2	0	0	0
