Genus	Basepaws_WGS1.DOWNSAMPLE_1M	Basepaws_WGS2.DOWNSAMPLE_1M	Bristle1.DOWNSAMPLE_1M	Kean5.DOWNSAMPLE_1M	Kean6a.DOWNSAMPLE_1M	Kean6b.DOWNSAMPLE_1M	Nebula_lcWGS.DOWNSAMPLE_1M	Ombre5.DOWNSAMPLE_1M	Ombre6.DOWNSAMPLE_1M	PetQCheck1.DOWNSAMPLE_1M	PetQCheck2.DOWNSAMPLE_1M	PetQCheck3.DOWNSAMPLE_1M	PetQCheck4.DOWNSAMPLE_1M	Psomagen1a.DOWNSAMPLE_1M	Psomagen1b.DOWNSAMPLE_1M	Psomagen2.DOWNSAMPLE_1M	Psomagen3.DOWNSAMPLE_1M	Psomagen4.DOWNSAMPLE_1M	SequencingDotCom_WGS.DOWNSAMPLE_1M	thryve2.DOWNSAMPLE_1M	thryve3a.DOWNSAMPLE_1M	thryve3b.DOWNSAMPLE_1M	thryve4.DOWNSAMPLE_1M	uBiome_Fecal2013.DOWNSAMPLE_1M	uBiome_Fecal2014.DOWNSAMPLE_1M	uBiome_Fecal2019.DOWNSAMPLE_1M	uBiome_Oral2014.DOWNSAMPLE_1M	uBiome_Oral2019.DOWNSAMPLE_1M	Veritas_WGS-DOWNSAMPLE_1M
Parvularcula	2	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Magnetococcus	2	8	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia	6400	1379	21	4	11	0	17	1	0	1	11	3	1	4	493	0	0	0	18	0	0	0	0	1993	71	1	0	17	0
Cupriavidus	1229	1449	3	0	1	0	14	7	3	259	503	320	0	0	104	0	0	0	2	4	1	6	10	20	0	0	0	1	0
Ralstonia	330	841	0	5	16	0	5	0	0	10	8	4	6	8	42	0	0	0	1	6	0	0	17	0	0	1	0	0	0
Polynucleobacter	226	230	4	0	1	0	0	0	1	0	0	0	0	3	39	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Paraburkholderia	24	738	2	0	0	0	6	0	0	0	0	1	1	0	70	0	0	0	0	0	0	0	0	0	0	0	0	11	0
Pandoraea	12	397	2	0	0	0	1	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Caballeronia	8	182	0	0	0	0	2	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chitinimonas	2	100	0	0	3	0	0	1	0	0	0	0	0	0	6	0	0	0	0	2	2	0	1	4	0	0	0	0	0
CandidatusVallotia	1	13	0	0	0	0	1	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidovorax	28	5395	2	0	0	0	1	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	7	85	0	0	0	0
Hydrogenophaga	19	2446	2	0	0	0	3	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Variovorax	19	2600	0	0	0	0	7	0	0	0	0	0	0	1	57	0	0	0	1	0	0	0	0	0	0	0	0	1	0
Rhodoferax	11	1566	3	0	0	0	3	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Comamonas	10	5525	3	0	0	0	1	0	0	0	1	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Delftia	9	1728	0	0	0	0	4	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polaromonas	7	647	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kinneretia	6	167	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Limnohabitans	6	215	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ottowia	4	2962	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alicycliphilus	2	1209	1	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Diaphorobacter	2	1715	3	0	0	0	2	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serpentinimonas	2	596	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Curvibacter	2	114	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verminephrobacter	1	248	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Massilia	25	769	3	0	3	0	5	0	0	0	0	0	0	0	61	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Pseudoduganella	9	236	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Janthinobacterium	17	402	4	0	1	0	3	0	0	2	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Collimonas	11	154	1	0	1	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Undibacterium	10	43	1	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Herbaspirillum	5	377	1	0	0	0	2	0	0	0	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Oxalobacter	2	11	0	24	490	0	0	1	10	0	0	0	0	0	4	0	0	0	0	0	0	0	22	0	19	0	0	0	0
Herminiimonas	2	20	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Achromobacter	18	1182	5	3	7	0	5	0	0	0	0	0	0	3	47	0	0	0	0	0	0	1	0	0	0	0	0	3	0
Bordetella	11	1042	1	0	7	0	3	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	13	0
Alcaligenes	10	269	0	0	0	0	1	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pelistega	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Basilea	4	5	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Orrella	3	89	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pusillimonas	3	125	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Taylorella	3	12	0	0	0	0	0	0	0	0	6	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pigmentiphaga	3	89	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Castellaniella	1	106	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenalcaligenes	1	7	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oligella	1	33	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paralcaligenes	1	30	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphaerotilus	15	186	0	0	0	0	0	0	0	0	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylibium	8	84	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquincola	4	210	0	0	0	0	1	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ideonella	3	208	2	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseateles	3	148	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mitsuaria	1	62	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schlegelella	1	330	0	1	0	0	1	0	0	0	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhella	1	109	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquabacterium	4	184	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhizobacter	4	135	0	0	2	0	1	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Thiomonas	3	265	0	0	0	0	1	0	0	0	0	0	0	3	11	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Paucibacter	3	118	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xylophilus	2	161	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusIchthyocystis	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Turicimonas	3	14	0	6384	11766	0	1	1	0	7	25	14	3	5664	163	0	0	0	0	0	0	0	0	1	4	0	0	0	0
Sutterella	1	55	1	188	381	0	1	539	172	855	1209	898	291	158	45	0	0	0	0	582	327	307	341	323	208	0	0	3	0
Neisseria	190	25857	4706	0	0	0	5434	0	0	0	0	3	0	2	58	0	0	0	192	0	0	1	0	28	41	0	816	26524	0
Vitreoscilla	5	165	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wielerella	4	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	53	0
Aquella	4	5	0	28	39	0	0	10	4	5	4	5	0	21	2	0	0	0	0	5	2	4	6	255	88	0	6	142	0
Alysiella	3	84	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eikenella	2	381	30	0	0	0	10	0	0	0	0	0	0	0	2	0	0	0	12	0	0	0	0	0	0	0	55	54	0
Kingella	2	341	86	0	0	0	47	0	0	0	0	0	0	0	8	0	0	0	51	0	0	0	0	5	0	0	381	559	0
Snodgrassella	1	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0
Simonsiella	1	17	2	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	9	0
Conchiformibius	1	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uruburuella	1	513	1	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crenobacter	1	31	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paralysiella	1	1018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chitinolyticbacter	1	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chromobacterium	18	427	2	0	1	0	7	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iodobacter	4	31	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquitalea	5	158	1	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Laribacter	4	76	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Paludibacterium	3	92	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Chitinibacter	3	47	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vogesella	2	95	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Deefgea	2	45	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jeongeupia	1	68	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquaspirillum	1	52	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusMethylopumilus	9	23	0	0	2	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylotenera	4	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylophilus	2	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylobacillus	1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylovorus	1	22	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrosomonas	9	95	0	0	11	0	1	0	0	0	2	0	0	0	8	0	0	0	0	0	2	0	0	11	0	0	0	0	0
Nitrosospira	2	47	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ferrigenium	1	35	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ferriphaselus	1	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusNitrotoga	1	19	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gallionella	1	26	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiobacillus	3	14	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfurimicrobium	2	35	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfuriferula	1	61	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Denitratisoma	2	97	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azoarcus	14	314	1	0	0	0	2	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thauera	2	377	1	0	0	0	4	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrogeniibacter	2	77	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azospira	4	116	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Aromatoleum	4	163	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dechloromonas	3	134	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ferribacterium	1	76	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fluviibacter	1	24	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusKinetoplastibacterium	8	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusProfftella	5	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0
Casimicrobium	1	72	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0
CandidatusNasuia	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Helicobacter	418	140	1	2	8	0	2	0	0	0	0	0	0	0	47	0	0	0	1	1	0	0	0	2	0	0	0	0	0
Arcobacter	90	106	0	1	0	0	3	0	0	0	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Aliarcobacter	69	92	1	0	0	0	4	0	0	0	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Malaciobacter	48	44	1	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halarcobacter	17	34	2	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Poseidonibacter	7	5	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter	224	3015	310	7	11	0	298	0	0	0	0	1	0	6	94	0	0	0	34	0	0	0	0	0	0	0	27	2334	1
Sulfurimonas	42	86	1	0	6	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	1	0	0	0	8	0
Sulfuricurvum	3	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfurospirillum	13	41	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfurovum	6	22	1	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nautilia	9	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caminibacter	6	15	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrosophilus	6	13	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitratiruptor	4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeromyxobacter	54	80	0	0	0	0	1	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corallococcus	24	115	2	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myxococcus	9	86	0	20	21	0	1	10	2	0	0	0	0	4	19	0	0	0	0	8	3	7	7	3	0	0	0	0	0
Pyxidicoccus	8	41	1	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archangium	13	75	2	0	0	0	1	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Melittangium	4	25	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cystobacter	3	25	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vulgatibacter	1	8	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sorangium	19	112	3	0	0	0	2	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polyangium	3	26	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chondromyces	2	22	1	0	3	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sandaracinus	1	47	1	5	23	0	2	0	0	0	0	0	0	1	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Labilithrix	1	16	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Haliangium	4	24	0	0	2	0	0	0	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfonema	15	34	0	0	2	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	4	0	1	0
Desulfobacter	7	18	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfosarcina	7	79	0	0	0	0	2	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulforapulum	5	10	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Desulfobacula	3	9	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfatibacillum	1	11	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Desulfocapsa	4	10	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfosediminicola	3	29	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfotalea	1	10	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfosudis	3	16	0	0	0	0	0	0	0	0	0	1	0	0	16	0	0	0	0	0	0	0	0	4	3	0	0	1	0
Desulfomarina	1	14	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geobacter	8	114	0	0	0	0	2	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geotalea	6	29	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trichlorobacter	3	20	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geomonas	3	79	1	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrifermentans	3	20	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Geoalkalibacter	2	33	0	0	0	0	0	0	0	1	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfuromonas	16	94	2	0	2	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syntrophotalea	4	36	0	3	2	0	1	0	0	0	1	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfovibrio	11	219	0	2005	3381	0	4	3	41	0	0	0	0	909	406	0	0	0	0	32	50	20	42	30	0	0	0	0	0
Pseudodesulfovibrio	8	142	0	4	12	0	0	0	0	0	0	0	1	6	66	0	0	0	0	0	3	2	0	1	0	0	0	0	0
Solidesulfovibrio	5	76	0	0	0	0	1	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lawsonia	4	3	0	201	257	0	0	20	8	0	0	0	0	36	4	0	0	0	0	23	18	25	12	0	1	128	0	0	0
Maridesulfovibrio	2	10	0	1	3	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Desulfolutivibrio	2	13	0	0	0	0	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oceanidesulfovibrio	2	21	0	0	2	0	0	3	0	0	0	2	0	0	15	0	0	0	0	0	1	2	0	0	0	0	0	0	0
Megalodesulfovibrio	2	17	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oleidesulfovibrio	1	5	0	115	123	0	0	313	139	0	0	0	0	17	6	0	0	0	0	265	219	214	275	557	87	0	0	0	0
Desulfomicrobium	3	7905	0	2	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bradymonas	3	16	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Persicimonas	3	24	1	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microvenator	1	9	0	1	5	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	4	1	4	0	1	0
Desulfomonile	3	12	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syntrophus	1	5	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusDesulfofervidus	4	5	0	1	2	0	0	1	0	0	0	0	0	0	3	0	0	0	0	5	2	0	0	1	0	0	0	0	0
Desulfarculus	3	30	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syntrophobacter	1	12	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Desulfoglaeba	1	6	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hippea	1	5	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bdellovibrio	15	34	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Pseudobdellovibrio	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halobacteriovorax	11	11	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	1	0	1	0	5	0
Bacteriovorax	2	7	0	0	1	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Fluviispira	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Silvanigrella	5	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidithiobacillus	2	70	0	0	0	0	2	0	0	0	0	0	0	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mariprofundus	1	14	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Staphylococcus	63668	455	26	38	142	9593	36	2	3	2	8	15	8	18	12575	6426	4702	10742	4	0	3	3	3	233	10	7	2	84	1
Mammaliicoccus	43	56	1	0	0	35	2	0	0	0	0	0	0	0	32	40	21	21	0	0	0	0	1	0	0	0	0	0	0
Macrococcus	35	54	4	0	0	43	0	0	0	0	0	0	0	0	34	48	33	37	0	0	0	0	0	0	0	0	0	0	0
Jeotgalicoccus	8	18	0	0	0	6	1	0	0	0	0	0	0	0	6	5	3	13	0	0	0	0	0	0	0	0	0	1	0
Nosocomiicoccus	2	4	1	0	0	1	0	0	0	0	0	0	0	0	2	5	6	6	0	0	0	0	0	0	0	0	0	0	0
Salinicoccus	1	7	0	0	0	4	0	0	0	0	0	0	0	0	2	6	8	10	0	0	0	0	0	0	0	0	0	0	0
Brevibacillus	860	176	4	0	5	168	2	0	0	0	2	0	0	2	80	112	166	223	2	0	0	0	1	1	0	1	0	1	0
Paenibacillus	583	2078	9	105	2535	1337	30	2	29	2	9	1	0	57	1191	1044	3146	1858	2	206	15	199	139	64	0	83	2	257	0
Cohnella	10	63	1	0	0	66	5	0	0	0	0	0	0	0	28	55	103	141	0	0	0	0	0	0	0	0	0	70	0
Saccharibacillus	3	10	0	0	0	10	0	0	0	0	0	0	0	0	6	8	12	19	0	0	0	0	0	0	0	0	0	0	0
Bacillus	767	1024	18	396	938	478	42	23	3	30	18	56	15	263	257	372	391	618	1	6	20	67	40	140	21	224	8	1055	0
